tx_sign,base_call,in_wsprnet,in_wsprdaemon,source_class,quality_tier,modal_grid,grid_precision,lat,lon,hemisphere,abs_lat,cgm_lat,abs_cgm_lat,n_days_active,n_spots_wsprnet
KF0NUR,KF0NUR,True,True,both,A,EN11ve,6.0,41.1875,-96.2083,N,41.1875,50.089,50.089,13,704
KF0NXR,KF0NXR,True,True,both,B,EN22,4.0,42.5,-95.0,N,42.5,51.439,51.439,10,832
KF0OFI,KF0OFI,True,False,wsprnet_only,B,EM12sw,6.0,32.9375,-96.4583,N,32.9375,42.031,42.031,4,13
KF0OHU,KF0OHU,True,True,both,A,EN35ic,6.0,45.1042,-93.2917,N,45.1042,54.036,54.036,38,249350
KF0OSW,KF0OSW,True,True,both,B,EM48sl,6.0,38.4792,-90.4583,N,38.4792,47.728,47.728,3,243
KF0OZP,KF0OZP,True,True,both,B,EN33gv,6.0,43.8958,-93.4583,N,43.8958,52.864,52.864,7,6255
KF0PRI,KF0PRI,True,True,both,B,DN84jb,6.0,44.0625,-103.2083,N,44.0625,52.195,52.195,23,3822
KF0PSC,KF0PSC,True,True,both,B,EN35nf,6.0,45.2292,-92.875,N,45.2292,54.172,54.172,6,13866
KF0QMI,KF0QMI,True,True,both,B,EM28ov,6.0,38.8958,-94.7917,N,38.8958,47.961,47.961,8,4598
KF0QVE,KF0QVE,True,True,both,A,DM78,4.0,38.5,-105.0,N,38.5,46.509,46.509,39,279162
KF0QWE,KF0QWE,True,True,both,B,DM67et,6.0,37.8125,-107.625,N,37.8125,45.444,45.444,3,516
KF0RBZ,KF0RBZ,True,True,both,B,EN31cq,6.0,41.6875,-93.7917,N,41.6875,50.718,50.718,4,6557
KF0RKH,KF0RKH,True,True,both,B,DM79nj,6.0,39.3958,-104.875,N,39.3958,47.407,47.407,9,3230
KF0RLZ,KF0RLZ,True,True,both,B,EN42ks,6.0,42.7708,-91.125,N,42.7708,51.853,51.853,9,4296
KF0RTW,KF0RTW,True,True,both,A,EN34,4.0,44.5,-93.0,N,44.5,53.465,53.465,32,27316
KF0RUU,KF0RUU,True,True,both,B,EN34gv,6.0,44.8958,-93.4583,N,44.8958,53.828,53.828,50,7244
KF0RVT,KF0RVT,True,True,both,B,EN34ht,6.0,44.8125,-93.375,N,44.8125,53.751,53.751,7,1821
KF0RWH,KF0RWH,True,True,both,B,EN11xw,6.0,41.9375,-96.0417,N,41.9375,50.828,50.828,18,16597
KF0RZX,KF0RZX,True,True,both,B,DN81,4.0,41.5,-103.0,N,41.5,49.718,49.718,5,2115
KF0SCE,KF0SCE,True,True,both,B,EN42da,6.0,42.0208,-91.7083,N,42.0208,51.117,51.117,315,5290201
KF0SFX,KF0SFX,True,True,both,B,EN11wi,6.0,41.3542,-96.125,N,41.3542,50.257,50.257,8,2143
KF0SIG,KF0SIG,True,True,both,B,EN35ga,6.0,45.0208,-93.4583,N,45.0208,53.948,53.948,24,5487
KF0SKR,KF0SKR,True,True,both,B,DM79,4.0,39.5,-105.0,N,39.5,47.493,47.493,3,263
KF0SPY,KF0SPY,True,True,both,B,EN34hr,6.0,44.7292,-93.375,N,44.7292,53.671,53.671,5,6832
KF0SSH,KF0SSH,True,True,both,B,EN34,4.0,44.5,-93.0,N,44.5,53.465,53.465,5,746
KF0SXO,KF0SXO,True,True,both,B,EN31ca,6.0,41.0208,-93.7917,N,41.0208,50.073,50.073,4,2476
KF0TEC,KF0TEC,True,True,both,B,EM28tw,6.0,38.9375,-94.375,N,38.9375,48.026,48.026,68,337712
KF0TER,KF0TER,True,True,both,B,DM78pi,6.0,38.3542,-104.7083,N,38.3542,46.406,46.406,3,316
KF0TIM,KF0TIM,True,True,both,B,EM48mx,6.0,38.9792,-90.9583,N,38.9792,48.201,48.201,3,587
KF0TMW,KF0TMW,True,True,both,B,EN34,4.0,44.5,-93.0,N,44.5,53.465,53.465,7,888
KF0TPL,KF0TPL,True,True,both,A,DN81md,6.0,41.1458,-102.9583,N,41.1458,49.377,49.377,10,4716
KF0TUA,KF0TUA,True,True,both,B,EN34nu,6.0,44.8542,-92.875,N,44.8542,53.811,53.811,106,134735
KF0UJP,KF0UJP,True,True,both,A,EN35,4.0,45.5,-93.0,N,45.5,54.428,54.428,10,1033
KF0UNK,KF0UNK,True,True,both,A,EN34jw,6.0,44.9375,-93.2083,N,44.9375,53.878,53.878,27,15634
KF0UOJ,KF0UOJ,True,True,both,B,EN34,4.0,44.5,-93.0,N,44.5,53.465,53.465,3,97
KF0UPW,KF0UPW,True,True,both,B,EN34iv,6.0,44.8958,-93.2917,N,44.8958,53.835,53.835,3,2200
KF0UQI,KF0UQI,True,True,both,A,EM48qn,6.0,38.5625,-90.625,N,38.5625,47.806,47.806,13,6447
KF0UUB,KF0UUB,True,True,both,B,DM79np,6.0,39.6458,-104.875,N,39.6458,47.653,47.653,38,49574
KF0VCC,KF0VCC,True,True,both,B,EN11wh,6.0,41.3125,-96.125,N,41.3125,50.216,50.216,3,61
KF0VES,KF0VES,True,True,both,B,DM79jq,6.0,39.6875,-105.2083,N,39.6875,47.648,47.648,4,691
KF0VGH,KF0VGH,True,True,both,B,EN11xh,6.0,41.3125,-96.0417,N,41.3125,50.222,50.222,3,45
KF0VHL,KF0VHL,True,True,both,B,DN96,4.0,46.5,-101.0,N,46.5,54.816,54.816,37,64425
KF0VJY,KF0VJY,True,True,both,B,EM28pu,6.0,38.8542,-94.7083,N,38.8542,47.926,47.926,20,6062
KF0VPA,KF0VPA,True,True,both,B,EM17gg,6.0,37.2708,-97.4583,N,37.2708,46.18,46.18,9,25220
KF0VR,KF0VR,True,True,both,B,DM78,4.0,38.5,-105.0,N,38.5,46.509,46.509,3,13218
KF0YRY,KF0YRY,True,True,both,B,DM69,4.0,39.5,-107.0,N,39.5,47.203,47.203,3,1827
KF0YV,KF0YV,True,True,both,A,EN11xd,6.0,41.1458,-96.0417,N,41.1458,50.061,50.061,79,169796
KF2AT,KF2AT,True,True,both,A,FN30as,6.0,40.7708,-73.9583,N,40.7708,48.576,48.576,123,27722
KF2I,KF2I,True,True,both,A,FN32cv,6.0,42.8958,-73.7917,N,42.8958,50.637,50.637,140,2384881
KF2UJ,KF2UJ,True,True,both,B,FN20,4.0,40.5,-75.0,N,40.5,48.492,48.492,7,862
KF3CO,KF3CO,True,True,both,B,EL87,4.0,27.5,-83.0,N,27.5,37.022,37.022,49,29413
KF4AYT,KF4AYT,True,True,both,B,EM66,4.0,36.5,-87.0,N,36.5,45.813,45.813,6,13479
KF4FC,KF4FC,True,True,both,B,FM08,4.0,38.5,-79.0,N,38.5,47.141,47.141,3,853
KF4HRY,KF4HRY,True,True,both,A,EM73xv,6.0,33.8958,-84.0417,N,33.8958,43.194,43.194,20,45155
KF4IIP,KF4IIP,True,True,both,B,EM51fj,6.0,31.3958,-89.5417,N,31.3958,40.906,40.906,3,785
KF4JU,KF4JU,True,True,both,A,EL87pt,6.0,27.8125,-82.7083,N,27.8125,37.3,37.3,390,9940456
KF4LMZ,KF4LMZ,True,True,both,B,EM94,4.0,34.5,-81.0,N,34.5,43.526,43.526,3,21947
KF4MOT,KF4MOT,True,True,both,B,CN87wq,6.0,47.6875,-122.125,N,47.6875,52.611,52.611,6,8615
KF4RAL,KF4RAL,True,True,both,A,FM17,4.0,37.5,-77.0,N,37.5,45.897,45.897,10,35279
KF4RWG,KF4RWG,True,True,both,B,EM70,4.0,30.5,-85.0,N,30.5,39.993,39.993,4,972
KF4TPM,KF4TPM,True,True,both,B,EM80md,6.0,30.1458,-82.9583,N,30.1458,39.54,39.54,3,1290
KF4UKE,KF4UKE,True,True,both,B,EL98ke,6.0,28.1875,-81.125,N,28.1875,37.522,37.522,7,807
KF4UOD,KF4UOD,True,True,both,A,EM73,4.0,33.5,-85.0,N,33.5,42.865,42.865,11,147724
KF4UQS,KF4UQS,True,True,both,B,FM18gp,6.0,38.6458,-77.4583,N,38.6458,47.074,47.074,5,53
KF4VRO,KF4VRO,True,True,both,B,CM87st,6.0,37.8125,-122.4583,N,37.8125,42.825,42.825,3,106
KF4VXP,KF4VXP,True,True,both,B,FM03ij,6.0,33.3958,-79.2917,N,33.3958,42.274,42.274,19,5768
KF4ZCG,KF4ZCG,True,True,both,B,EL87ps,6.0,27.7708,-82.7083,N,27.7708,37.26,37.26,3,488
KF5DY,KF5DY,True,True,both,A,EM12cq,6.0,32.6875,-97.7917,N,32.6875,41.661,41.661,52,409324
KF5FSK,KF5FSK,True,True,both,B,DM34sn,6.0,34.5625,-112.4583,N,34.5625,41.43,41.43,251,360049
KF5GCF,KF5GCF,True,True,both,B,EM35sb,6.0,35.0625,-92.4583,N,35.0625,44.366,44.366,388,2642833
KF5HNJ,KF5HNJ,True,True,both,B,EM10fp,6.0,30.6458,-97.5417,N,30.6458,39.677,39.677,5,967
KF5LNM,KF5LNM,True,True,both,B,EM34us,6.0,34.7708,-92.2917,N,34.7708,44.09,44.09,15,20912
KF5PFP,KF5PFP,True,True,both,B,EM12mt,6.0,32.8125,-96.9583,N,32.8125,41.864,41.864,9,977
KF5UUP,KF5UUP,True,True,both,A,EM40up,6.0,30.6458,-90.2917,N,30.6458,40.164,40.164,13,7443
KF5VDX,KF5VDX,True,True,both,B,EL17hr,6.0,27.7292,-97.375,N,27.7292,36.815,36.815,6,16202
KF5XX,KF5XX,True,True,both,B,EM20me,6.0,30.1875,-94.9583,N,30.1875,39.462,39.462,4,450
KF5YSH,KF5YSH,True,True,both,B,DM93,4.0,33.5,-101.0,N,33.5,42.105,42.105,25,86855
KF6FIR,KF6FIR,True,True,both,B,CM97mo,6.0,37.6042,-120.9583,N,37.6042,42.904,42.904,7,568
KF6FO,KF6FO,True,True,both,A,CN70ws,6.0,40.7708,-124.125,N,40.7708,45.411,45.411,36,1792
KF6GG,KF6GG,True,True,both,A,DM04wd,6.0,34.1458,-118.125,N,34.1458,40.013,40.013,124,746893
KF6I,KF6I,True,True,both,B,DM13bv,6.0,33.8958,-117.875,N,33.8958,39.811,39.811,192,1039807
KF6IF,KF6IF,True,True,both,B,DM13if,6.0,33.2292,-117.2917,N,33.2292,39.255,39.255,4,1461
KF6UFO,KF6UFO,True,True,both,B,DM57ns,6.0,37.7708,-108.875,N,37.7708,45.206,45.206,3,2062
KF6ZFZ,KF6ZFZ,True,True,both,A,CM97,4.0,37.5,-121.0,N,37.5,42.793,42.793,13,43463
KF7BXH,KF7BXH,True,True,both,A,DM09,4.0,39.5,-119.0,N,39.5,45.141,45.141,46,5039
KF7DGH,KF7DGH,True,True,both,B,DN15ww,6.0,45.9375,-116.125,N,45.9375,52.018,52.018,5,565
KF7LC,KF7LC,True,True,both,A,DM13st,6.0,33.8125,-116.4583,N,33.8125,39.983,39.983,27,4483
KF7MCK,KF7MCK,True,True,both,A,DM42lj,6.0,32.3958,-111.0417,N,32.3958,39.514,39.514,27,6649
KF7NDI,KF7NDI,True,True,both,B,EL08,4.0,28.5,-99.0,N,28.5,37.396,37.396,17,280
KF7VWP,KF7VWP,True,True,both,B,DM41vm,6.0,31.5208,-110.2083,N,31.5208,38.78,38.78,15,5367
KF7WXW,KF7WXW,True,True,both,A,EM24cv,6.0,34.8958,-95.7917,N,34.8958,44.001,44.001,30,59045
KF7YRS,KF7YRS,True,True,both,B,DM37fc,6.0,37.1042,-113.5417,N,37.1042,43.764,43.764,7,21385
KF8ALR,KF8ALR,True,True,both,B,EN62,4.0,42.5,-87.0,N,42.5,51.581,51.581,3,13055
KF8ATG,KF8ATG,True,True,both,A,EN82kl,6.0,42.4792,-83.125,N,42.4792,51.376,51.376,10,1454
KF8AVE,KF8AVE,True,True,both,A,EN81,4.0,41.5,-83.0,N,41.5,50.424,50.424,17,172539
KF8CYI,KF8CYI,True,True,both,B,EM79,4.0,39.5,-85.0,N,39.5,48.623,48.623,5,794
KF8DDN,KF8DDN,True,True,both,B,EN91,4.0,41.5,-81.0,N,41.5,50.256,50.256,5,3229
KF8DWL,KF8DWL,True,True,both,B,EN80di,6.0,40.3542,-83.7083,N,40.3542,49.37,49.37,4,10825
KF8ELA,KF8ELA,True,True,both,B,EN90ds,6.0,40.7708,-81.7083,N,40.7708,49.618,49.618,8,3639
KF8EMO,KF8EMO,True,True,both,B,EN74ql,6.0,44.4792,-84.625,N,44.4792,53.393,53.393,8,4802
KF8EPB,KF8EPB,True,True,both,B,EN91gd,6.0,41.1458,-81.4583,N,41.1458,49.957,49.957,11,4362
KF8ETQ,KF8ETQ,True,True,both,A,EN82mm,6.0,42.5208,-82.9583,N,42.5208,51.404,51.404,38,7045
KF8EYE,KF8EYE,True,True,both,B,EM99xi,6.0,39.3542,-80.0417,N,39.3542,48.087,48.087,5,5675
KF8FGA,KF8FGA,True,True,both,B,EN80,4.0,40.5,-83.0,N,40.5,49.462,49.462,3,6632
KF8FHI,KF8FHI,True,True,both,B,EM89ov,6.0,39.8958,-82.7917,N,39.8958,48.865,48.865,7,5963
KF8FIQ,KF8FIQ,True,True,both,B,EN73va,6.0,43.0208,-84.2083,N,43.0208,51.966,51.966,3,4501
KF8FRB,KF8FRB,True,True,both,B,EN81ft,6.0,41.8125,-83.5417,N,41.8125,50.762,50.762,3,2111
KF8FRP,KF8FRP,True,True,both,B,EN57qd,6.0,47.1458,-88.625,N,47.1458,56.072,56.072,4,916
KF8FSQ,KF8FSQ,True,True,both,B,EN82,4.0,42.5,-83.0,N,42.5,51.387,51.387,7,12917
KF8FVC,KF8FVC,True,True,both,A,EN82al,6.0,42.4792,-83.9583,N,42.4792,51.43,51.43,13,14415
KF8GDP,KF8GDP,True,True,both,B,EN80sb,6.0,40.0625,-82.4583,N,40.0625,48.999,48.999,3,2972
KF8RM,KF8RM,True,True,both,B,EM88qv,6.0,38.8958,-82.625,N,38.8958,47.891,47.891,4,345
KF8S,KF8S,True,True,both,A,EN82nq,6.0,42.6875,-82.875,N,42.6875,51.559,51.559,15,109554
KF8WT,KF8WT,True,True,both,B,EN80ln,6.0,40.5625,-83.0417,N,40.5625,49.525,49.525,4,6019
KF8XW,KF8XW,True,True,both,B,EN91ed,6.0,41.1458,-81.625,N,41.1458,49.972,49.972,7,3670
KF9CP,KF9CP,True,True,both,A,EN34kp,6.0,44.6458,-93.125,N,44.6458,53.601,53.601,17,589
KF9KV,KF9KV,True,True,both,A,EN52et,6.0,42.8125,-89.625,N,42.8125,51.91,51.91,360,2668849
KF9NY,KF9NY,True,True,both,B,EM48,4.0,38.5,-91.0,N,38.5,47.738,47.738,9,3483
KG0INS,KG0INS,True,True,both,B,CN85sl,6.0,45.4792,-122.4583,N,45.4792,50.37,50.37,3,2382
KG0KG,KG0KG,True,True,both,B,EN34ir,6.0,44.7292,-93.2917,N,44.7292,53.674,53.674,3,5575
KG0VL,KG0VL,True,True,both,A,EN32wo,6.0,42.6042,-92.125,N,42.6042,51.667,51.667,47,58299
KG1MD,KG1MD,True,True,both,B,EL88rd,6.0,28.1458,-82.5417,N,28.1458,37.605,37.605,3,7046
KG1SKP,KG1SKP,True,True,both,B,EM21vd,6.0,31.1458,-94.2083,N,31.1458,40.456,40.456,4,11143
KG2HK,KG2HK,True,True,both,B,FN31af,6.0,41.2292,-73.9583,N,41.2292,49.026,49.026,4,7265
KG2RG,KG2RG,True,True,both,B,FN32,4.0,42.5,-73.0,N,42.5,50.106,50.106,4,239
KG3V,KG3V,True,True,both,A,FM17,4.0,37.5,-77.0,N,37.5,45.897,45.897,105,473111
KG3Z,KG3Z,True,True,both,B,EM95,4.0,35.5,-81.0,N,35.5,44.484,44.484,3,33
KG4BCN,KG4BCN,True,True,both,A,EL87tw,6.0,27.9375,-82.375,N,27.9375,37.394,37.394,46,9388
KG4CCB,KG4CCB,True,True,both,A,EM75uq,6.0,35.6875,-84.2917,N,35.6875,44.925,44.925,15,8721
KG4CDR,KG4CDR,True,True,both,B,EM74pn,6.0,34.5625,-84.7083,N,34.5625,43.869,43.869,3,133
KG4GVL,KG4GVL,True,True,both,B,EL98aa,6.0,28.0208,-81.9583,N,28.0208,37.44,37.44,52,133213
KG4INO,KG4INO,True,True,both,B,FM16ws,6.0,36.7708,-76.125,N,36.7708,45.052,45.052,25,14222
KG4KGY,KG4KGY,True,True,both,A,EM86,4.0,36.5,-83.0,N,36.5,45.619,45.619,29,171092
KG4LDK,KG4LDK,True,True,both,B,EM85jx,6.0,35.9792,-83.2083,N,35.9792,45.135,45.135,366,1013969
KG4LHC,KG4LHC,True,True,both,B,EM85,4.0,35.5,-83.0,N,35.5,44.66,44.66,152,649787
KG4MTN,KG4MTN,True,True,both,B,EM65,4.0,35.5,-87.0,N,35.5,44.852,44.852,7,3186
KG4ODC,KG4ODC,True,True,both,B,EM85ie,6.0,35.1875,-83.2917,N,35.1875,44.382,44.382,143,1098871
KG4RUE,KG4RUE,True,True,both,B,EM84qm,6.0,34.5208,-82.625,N,34.5208,43.694,43.694,6,1745
KG4TRI,KG4TRI,True,True,both,A,DM61sv,6.0,31.8958,-106.4583,N,31.8958,39.754,39.754,55,50023
KG4WOJ,KG4WOJ,True,True,both,B,FM16uq,6.0,36.6875,-76.2917,N,36.6875,44.999,44.999,4,1056
KG4YOL,KG4YOL,True,True,both,B,EM74,4.0,34.5,-85.0,N,34.5,43.823,43.823,6,6891
KG5AFX,KG5AFX,True,True,both,B,EM30hf,6.0,30.2292,-93.375,N,30.2292,39.617,39.617,3,509
KG5AHC,KG5AHC,True,True,both,B,EL29,4.0,29.5,-95.0,N,29.5,38.785,38.785,4,846
KG5AR,KG5AR,True,True,both,B,EM34to,6.0,34.6042,-92.375,N,34.6042,43.925,43.925,3,532
KG5BBF,KG5BBF,True,True,both,B,EL29hr,6.0,29.7292,-95.375,N,29.7292,38.978,38.978,3,85
KG5CER,KG5CER,True,True,both,B,EM12mu,6.0,32.8542,-96.9583,N,32.8542,41.905,41.905,37,250982
KG5CUE,KG5CUE,True,True,both,B,EM15fh,6.0,35.3125,-97.5417,N,35.3125,44.259,44.259,8,30909
KG5DGO,KG5DGO,True,True,both,B,EM04vg,6.0,34.2708,-98.2083,N,34.2708,43.174,43.174,5,5451
KG5EFI,KG5EFI,True,True,both,B,EM20,4.0,30.5,-95.0,N,30.5,39.765,39.765,6,4255
KG5EO,KG5EO,True,True,both,B,DM33xb,6.0,33.0625,-112.0417,N,33.0625,40.009,40.009,33,290286
KG5FCZ,KG5FCZ,True,True,both,B,EM21oh,6.0,31.3125,-94.7917,N,31.3125,40.576,40.576,5,9868
KG5FJI,KG5FJI,True,True,both,A,DM72au,6.0,32.8542,-105.9583,N,32.8542,40.784,40.784,16,19204
KG5FNU,KG5FNU,True,True,both,A,EM31kv,6.0,31.8958,-93.125,N,31.8958,41.256,41.256,38,96363
KG5FWI,KG5FWI,True,True,both,B,EM15ke,6.0,35.1875,-97.125,N,35.1875,44.174,44.174,5,2680
KG5GXU,KG5GXU,True,True,both,B,EM13ka,6.0,33.0208,-97.125,N,33.0208,42.053,42.053,3,243
KG5JAH,KG5JAH,True,True,both,B,EM20pa,6.0,30.0208,-94.7083,N,30.0208,39.318,39.318,3,844
KG5JKC,KG5JKC,True,True,both,B,EM20fi,6.0,30.3542,-95.5417,N,30.3542,39.578,39.578,10,13202
KG5MDB,KG5MDB,True,True,both,A,EL29,4.0,29.5,-95.0,N,29.5,38.785,38.785,10,195
KG5OPG,KG5OPG,True,True,both,B,DM65rd,6.0,35.1458,-106.5417,N,35.1458,42.971,42.971,4,343
KG5RJS,KG5RJS,True,True,both,A,CM98iq,6.0,38.6875,-121.2917,N,38.6875,43.908,43.908,136,1671496
KG5SSO,KG5SSO,True,True,both,B,EM30ve,6.0,30.1875,-92.2083,N,30.1875,39.643,39.643,5,6833
KG5SXT,KG5SXT,True,True,both,B,DM42ne,6.0,32.1875,-110.875,N,32.1875,39.334,39.334,4,137
KG5TW,KG5TW,True,True,both,B,DM67,4.0,37.5,-107.0,N,37.5,45.231,45.231,73,382357
KG5UWB,KG5UWB,True,True,both,A,EM12jv,6.0,32.8958,-97.2083,N,32.8958,41.922,41.922,22,63639
KG5VSR,KG5VSR,True,True,both,B,EM12pu,6.0,32.8542,-96.7083,N,32.8542,41.927,41.927,181,1487904
KG5WAZ,KG5WAZ,True,True,both,B,EM13qs,6.0,33.7708,-96.625,N,33.7708,42.833,42.833,3,724
KG5WGH,KG5WGH,True,True,both,B,EM20,4.0,30.5,-95.0,N,30.5,39.765,39.765,3,3514
KG5YSK,KG5YSK,True,True,both,B,EM26ad,6.0,36.1458,-95.9583,N,36.1458,45.207,45.207,3,4105
KG5ZDA,KG5ZDA,True,True,both,A,EM12qw,6.0,32.9375,-96.625,N,32.9375,42.016,42.016,58,107746
KG5ZMG,KG5ZMG,True,True,both,B,EM12kr,6.0,32.7292,-97.125,N,32.7292,41.766,41.766,3,3650
KG6FWO,KG6FWO,True,True,both,B,DM33vn,6.0,33.5625,-112.2083,N,33.5625,40.479,40.479,6,7244
KG6GO,KG6GO,True,True,both,B,CM97bj,6.0,37.3958,-121.875,N,37.3958,42.526,42.526,4,660
KG6JMO,KG6JMO,True,True,both,B,DM13,4.0,33.5,-117.0,N,33.5,39.576,39.576,152,707208
KG6PWX,KG6PWX,True,True,both,B,CN70ww,6.0,40.9375,-124.125,N,40.9375,45.575,45.575,4,328
KG6TIB,KG6TIB,True,True,both,B,CM94sw,6.0,34.9375,-120.4583,N,34.9375,40.368,40.368,11,3909
KG6TW,KG6TW,True,True,both,A,EM84,4.0,34.5,-83.0,N,34.5,43.703,43.703,339,5987666
KG6VGL,KG6VGL,True,True,both,A,CM99,4.0,39.5,-121.0,N,39.5,44.763,44.763,339,1370036
KG6ZYU,KG6ZYU,True,True,both,B,DM06hw,6.0,36.9375,-119.375,N,36.9375,42.543,42.543,5,4995
KG7DC,KG7DC,True,True,both,B,CN85lh,6.0,45.3125,-123.0417,N,45.3125,50.091,50.091,6,3275
KG7FGT,KG7FGT,True,True,both,A,CN86,4.0,46.5,-123.0,N,46.5,51.27,51.27,11,19776
KG7LR,KG7LR,True,True,both,B,DN30xm,6.0,40.5208,-112.0417,N,40.5208,47.4,47.4,263,1181100
KG7MVH,KG7MVH,True,True,both,A,CN96rj,6.0,46.3958,-120.5417,N,46.3958,51.644,51.644,56,6995
KG7OF,KG7OF,True,True,both,B,EM89,4.0,39.5,-83.0,N,39.5,48.5,48.5,3,441
KG7OQY,KG7OQY,True,True,both,B,DN17,4.0,47.5,-117.0,N,47.5,53.396,53.396,11,850
KG7OZZ,KG7OZZ,True,True,both,B,DN77pd,6.0,47.1458,-104.7083,N,47.1458,55.01,55.01,4,204
KG7ROG,KG7ROG,True,True,both,B,CN85ql,6.0,45.4792,-122.625,N,45.4792,50.337,50.337,5,647
KG7SCU,KG7SCU,True,True,both,B,DM26jg,6.0,36.2708,-115.2083,N,36.2708,42.643,42.643,7,1156
KG7UHJ,KG7UHJ,True,True,both,B,DM14gb,6.0,34.0625,-117.4583,N,34.0625,40.051,40.051,9,22056
KG7WED,KG7WED,True,True,both,B,CN85ql,6.0,45.4792,-122.625,N,45.4792,50.337,50.337,8,145
KG7YC,KG7YC,True,True,both,A,DM33wo,6.0,33.6042,-112.125,N,33.6042,40.534,40.534,375,692122
KG7YTR,KG7YTR,True,True,both,B,EN91,4.0,41.5,-81.0,N,41.5,50.256,50.256,7,3072
KG7ZMX,KG7ZMX,True,True,both,B,CN84ao,6.0,44.6042,-123.9583,N,44.6042,49.214,49.214,7,435
KG8FQ,KG8FQ,True,True,both,B,EM88,4.0,38.5,-83.0,N,38.5,47.539,47.539,3,526
KG8ZM,KG8ZM,True,True,both,A,EM89px,6.0,39.9792,-82.7083,N,39.9792,48.939,48.939,395,168336
KG9FI,KG9FI,True,True,both,B,EM59gk,6.0,39.4375,-89.4583,N,39.4375,48.662,48.662,5,1327
KG9IV,KG9IV,True,True,both,A,EN44ix,6.0,44.9792,-91.2917,N,44.9792,53.975,53.975,22,71619
KG9NZ,KG9NZ,True,True,both,B,EN80lb,6.0,40.0625,-83.0417,N,40.0625,49.044,49.044,8,3598
KH2R,KH2R,True,True,both,A,FN21,4.0,41.5,-75.0,N,41.5,49.47,49.47,395,30141510
KH6/KL7L,KL7L,True,True,both,B,BL10pw,6.0,20.9375,-156.7083,N,20.9375,21.223,21.223,4,9033
KH6EJ,KH6EJ,True,True,both,A,BK29,4.0,19.5,-155.0,N,19.5,20.114,20.114,344,538181
KH6EKD,KH6EKD,True,True,both,B,BL11cg,6.0,21.2708,-157.7917,N,21.2708,21.388,21.388,4,86
KH6IDF,KH6IDF,True,True,both,A,EL09vt,6.0,29.8125,-98.2083,N,29.8125,38.785,38.785,11,1411
KH6JW,KH6JW,True,True,both,B,BL01xi,6.0,21.3542,-158.0417,N,21.3542,21.431,21.431,3,88
KH6KI,KH6KI,True,True,both,B,EN51wq,6.0,41.6875,-88.125,N,41.6875,50.821,50.821,34,92645
KH6LOL,KH6LOL,True,True,both,A,BL10uu,6.0,20.8542,-156.2917,N,20.8542,21.199,21.199,309,803401
KH6TZ,KH6TZ,True,True,both,A,BL11ch,6.0,21.3125,-157.7917,N,21.3125,21.426,21.426,124,28917
KH7EH,KH7EH,True,True,both,B,BL11ck,6.0,21.4375,-157.7917,N,21.4375,21.54,21.54,4,1056
KH7JF,KH7JF,True,True,both,B,BL01xh,6.0,21.3125,-158.0417,N,21.3125,21.393,21.393,3,21
KI0AU,KI0AU,True,True,both,B,EN20eb,6.0,40.0625,-95.625,N,40.0625,49.039,49.039,3,4372
KI1U,KI1U,True,True,both,B,FN42,4.0,42.5,-71.0,N,42.5,49.721,49.721,3,3384
KI3HG,KI3HG,True,True,both,B,FN20,4.0,40.5,-75.0,N,40.5,48.492,48.492,5,759
KI4C,KI4C,True,True,both,A,EL96,4.0,26.5,-81.0,N,26.5,35.91,35.91,13,65049
KI4ET,KI4ET,True,True,both,B,EM77gt,6.0,37.8125,-85.4583,N,37.8125,47.023,47.023,5,859
KI4FBL,KI4FBL,True,True,both,B,EM88on,6.0,38.5625,-82.7917,N,38.5625,47.583,47.583,10,2221
KI4NVX,KI4NVX,True,True,both,B,FM09vb,6.0,39.0625,-78.2083,N,39.0625,47.581,47.581,16,4696
KI4RBC,KI4RBC,True,True,both,B,EM95qj,6.0,35.3958,-80.625,N,35.3958,44.345,44.345,5,3737
KI4TWB/0,KI4TWB,True,True,both,A,EM72hp,6.0,32.6458,-85.375,N,32.6458,42.063,42.063,260,1884491
KI4UTY,KI4UTY,True,True,both,B,EM73ts,6.0,33.7708,-84.375,N,33.7708,43.093,43.093,6,5552
KI4VGA,KI4VGA,True,True,both,B,EM95jf,6.0,35.2292,-81.2083,N,35.2292,44.246,44.246,5,431
KI4ZUQ,KI4ZUQ,True,True,both,B,EM55jk,6.0,35.4375,-89.2083,N,35.4375,44.809,44.809,51,52462
KI5ADY,KI5ADY,True,True,both,B,EL19av,6.0,29.8958,-97.9583,N,29.8958,38.894,38.894,4,186
KI5AE,KI5AE,True,True,both,B,EM13lb,6.0,33.0625,-97.0417,N,33.0625,42.101,42.101,4,8515
KI5CBG,KI5CBG,True,True,both,A,DM65uc,6.0,35.1042,-106.2917,N,35.1042,42.967,42.967,18,18655
KI5DFU,KI5DFU,True,True,both,A,EM00,4.0,30.5,-99.0,N,30.5,39.377,39.377,18,2746
KI5FTB,KI5FTB,True,True,both,B,EM40va,6.0,30.0208,-90.2083,N,30.0208,39.562,39.562,6,1978
KI5FUP,KI5FUP,True,True,both,A,EM30,4.0,30.5,-93.0,N,30.5,39.904,39.904,13,1073
KI5HBO,KI5HBO,True,True,both,B,EM00ex,6.0,30.9792,-99.625,N,30.9792,39.778,39.778,7,901
KI5HSE,KI5HSE,True,True,both,B,EM12iu,6.0,32.8542,-97.2917,N,32.8542,41.873,41.873,8,819
