tx_sign,base_call,in_wsprnet,in_wsprdaemon,source_class,quality_tier,modal_grid,grid_precision,lat,lon,hemisphere,abs_lat,cgm_lat,abs_cgm_lat,n_days_active,n_spots_wsprnet
F8FQJ,F8FQJ,True,True,both,B,JN18cv,6.0,48.8958,2.2083,N,48.8958,43.893,43.893,12,8036
F8FSK,F8FSK,True,True,both,B,IN98go,6.0,48.6042,-1.4583,N,48.6042,43.545,43.545,26,2719
F8IFT,F8IFT,True,True,both,B,JN18bw,6.0,48.9375,2.125,N,48.9375,43.946,43.946,40,108549
F8KGW,F8KGW,True,True,both,A,IN98ec,6.0,48.1042,-1.625,N,48.1042,42.903,42.903,43,20946
F8KHC,F8KHC,True,True,both,B,JN05,4.0,45.5,1.0,N,45.5,39.505,39.505,8,193160
F8MGW,F8MGW,True,True,both,B,JN06mp,6.0,46.6458,1.0417,N,46.6458,41.006,41.006,4,459
F97EFW,F97EFW,True,False,wsprnet_only,B,IK55,4.0,15.5,-9.0,N,15.5,,,5,10
F9KLS,F9KLS,True,False,wsprnet_only,B,IO96,4.0,56.5,-1.0,N,56.5,53.262,53.262,8,15
FF2PFU,FF2PFU,True,False,wsprnet_only,B,JK57,4.0,17.5,11.0,N,17.5,,,6,20
FH0JTW,FH0JTW,True,True,both,A,GA91,4.0,-88.5,-41.0,S,88.5,-73.027,73.027,88,2060
FK1TS,FK1TS,True,False,wsprnet_only,B,RG37fr,6.0,-22.2708,166.4583,S,22.2708,-28.695,28.695,9,42
FK8IH,FK8IH,True,True,both,A,RG37er,6.0,-22.2708,166.375,S,22.2708,-28.71,28.71,19,4778
FM4YKW,FM4YKW,True,True,both,A,IM09,4.0,39.5,-19.0,N,39.5,31.611,31.611,23,39
FM9JZK,FM9JZK,True,False,wsprnet_only,B,IA73,4.0,-86.5,-5.0,S,86.5,-72.095,72.095,7,10
FR1GZ,FR1GZ,True,True,both,A,LG79rc,6.0,-20.8958,55.4583,S,20.8958,-30.121,30.121,16,6855
FR1JB,FR1JB,True,True,both,B,LG78ru,6.0,-21.1458,55.4583,S,21.1458,-30.382,30.382,4,408
FR4AW,FR4AW,True,True,both,B,LG79pa,6.0,-20.9792,55.2917,S,20.9792,-30.204,30.204,5,973
FR4OZ,FR4OZ,True,True,both,A,LG79sb,6.0,-20.9375,55.5417,S,20.9375,-30.167,30.167,53,17554
FS3DUH,FS3DUH,True,True,both,A,FO58,4.0,58.5,-69.0,N,58.5,65.372,65.372,56,1419
FY5KE,FY5KE,True,True,both,A,GJ35pe,6.0,5.1875,-52.7083,N,5.1875,,,37,313594
FZ0FRA,FZ0FRA,True,True,both,A,JN17,4.0,47.5,3.0,N,47.5,42.126,42.126,41,7778
G0AEN,G0AEN,True,True,both,A,IO80,4.0,50.5,-3.0,N,50.5,45.996,45.996,218,634326
G0AFD,G0AFD,True,True,both,A,IO82td,6.0,52.1458,-2.375,N,52.1458,48.038,48.038,27,10739
G0AGO,G0AGO,True,True,both,B,JO01br,6.0,51.7292,0.125,N,51.7292,47.454,47.454,9,6988
G0AJZ,G0AJZ,True,True,both,B,IO94lo,6.0,54.6042,-1.0417,N,54.6042,50.998,50.998,37,84950
G0AMO,G0AMO,True,True,both,B,IO91ff,6.0,51.2292,-1.5417,N,51.2292,46.872,46.872,5,16768
G0AOO,G0AOO,True,True,both,B,IO94jm,6.0,54.5208,-1.2083,N,54.5208,50.903,50.903,3,2942
G0BAZ,G0BAZ,True,True,both,A,IO94fv,6.0,54.8958,-1.5417,N,54.8958,51.368,51.368,11,2833
G0BHX,G0BHX,True,True,both,B,IO82wr,6.0,52.7292,-2.125,N,52.7292,48.751,48.751,14,33880
G0BKR,G0BKR,True,True,both,B,IO91,4.0,51.5,-1.0,N,51.5,47.196,47.196,9,14843
G0BPI,G0BPI,True,True,both,B,IO93fp,6.0,53.6458,-1.5417,N,53.6458,49.854,49.854,17,1030
G0BQB,G0BQB,True,True,both,A,IO93ep,6.0,53.6458,-1.625,N,53.6458,49.857,49.857,11,19069
G0BUD,G0BUD,True,True,both,A,IO91xm,6.0,51.5208,-0.0417,N,51.5208,47.2,47.2,37,6466
G0BZB,G0BZB,True,True,both,A,IO94,4.0,54.5,-1.0,N,54.5,50.87,50.87,11,2535
G0CIU,G0CIU,True,True,both,A,IO90,4.0,50.5,-1.0,N,50.5,45.946,45.946,75,559574
G0DIH,G0DIH,True,True,both,B,IO80ej,6.0,50.3958,-3.625,N,50.3958,45.883,45.883,9,9347
G0DJA,G0DJA,True,True,both,B,IO93if,6.0,53.2292,-1.2917,N,53.2292,49.337,49.337,4,126
G0DLO,G0DLO,True,True,both,B,IO92ah,6.0,52.3125,-1.9583,N,52.3125,48.231,48.231,4,526
G0DUQ,G0DUQ,True,True,both,B,IO82xr,6.0,52.7292,-2.0417,N,52.7292,48.748,48.748,4,1503
G0DXK,G0DXK,True,True,both,B,JO03di,6.0,53.3542,0.2917,N,53.3542,49.441,49.441,26,1520
G0EBQ,G0EBQ,True,True,both,A,JO02,4.0,52.5,1.0,N,52.5,48.383,48.383,35,7431
G0ECX,G0ECX,True,True,both,A,IO80so,6.0,50.6042,-2.4583,N,50.6042,46.112,46.112,13,68045
G0EIG,G0EIG,True,True,both,A,IO70,4.0,50.5,-5.0,N,50.5,46.064,46.064,34,147134
G0EIY,G0EIY,True,True,both,A,IO82or,6.0,52.7292,-2.7917,N,52.7292,48.775,48.775,291,483664
G0EKQ,G0EKQ,True,True,both,A,IO83pi,6.0,53.3542,-2.7083,N,53.3542,49.541,49.541,20,82370
G0ELM,G0ELM,True,True,both,A,IO83,4.0,53.5,-3.0,N,53.5,49.731,49.731,113,50778
G0FCH,G0FCH,True,True,both,A,IO91cn,6.0,51.5625,-1.7917,N,51.5625,47.295,47.295,183,427064
G0FFB,G0FFB,True,True,both,B,IO92nk,6.0,52.4375,-0.875,N,52.4375,48.352,48.352,3,1705
G0FGG,G0FGG,True,True,both,A,IO94fm,6.0,54.5208,-1.5417,N,54.5208,50.916,50.916,144,33334
G0FGJ,G0FGJ,True,True,both,A,IO92rb,6.0,52.0625,-0.5417,N,52.0625,47.881,47.881,16,6481
G0FMB,G0FMB,True,True,both,A,IO83,4.0,53.5,-3.0,N,53.5,49.731,49.731,29,48
G0FNF,G0FNF,True,True,both,A,IO81wu,6.0,51.8542,-2.125,N,51.8542,47.668,47.668,115,13398
G0FQI,G0FQI,True,True,both,A,IO92ne,6.0,52.1875,-0.875,N,52.1875,48.044,48.044,25,42124
G0FTD,G0FTD,True,True,both,B,JO01mi,6.0,51.3542,1.0417,N,51.3542,46.973,46.973,4,111
G0FVF,G0FVF,True,True,both,A,JO02,4.0,52.5,1.0,N,52.5,48.383,48.383,14,13011
G0FVH,G0FVH,True,True,both,A,IO80xr,6.0,50.7292,-2.0417,N,50.7292,46.259,46.259,13,3297
G0FVN,G0FVN,True,True,both,B,IO93iq,6.0,53.6875,-1.2917,N,53.6875,49.896,49.896,9,3183
G0FYD,G0FYD,True,True,both,B,IO83lt,6.0,53.8125,-3.0417,N,53.8125,50.115,50.115,3,369
G0GCD,G0GCD,True,True,both,A,IO92ok,6.0,52.4375,-0.7917,N,52.4375,48.35,48.35,51,22276
G0GDA,G0GDA,True,True,both,B,JO01ij,6.0,51.3958,0.7083,N,51.3958,47.03,47.03,9,9999
G0HRX,G0HRX,True,True,both,B,IO70rj,6.0,50.3958,-4.5417,N,50.3958,45.914,45.914,9,13893
G0HTO,G0HTO,True,True,both,A,IO81,4.0,51.5,-3.0,N,51.5,47.254,47.254,73,355646
G0HYT,G0HYT,True,True,both,B,IO70,4.0,50.5,-5.0,N,50.5,46.064,46.064,74,233173
G0HZG,G0HZG,True,True,both,A,IO92jp,6.0,52.6458,-1.2083,N,52.6458,48.619,48.619,43,57148
G0IDE,G0IDE,True,True,both,A,IO83pq,6.0,53.6875,-2.7083,N,53.6875,49.949,49.949,395,4358416
G0IFI,G0IFI,True,True,both,B,IO81ld,6.0,51.1458,-3.0417,N,51.1458,46.811,46.811,83,78720
G0IKI,G0IKI,True,True,both,A,IO91nq,6.0,51.6875,-0.875,N,51.6875,47.426,47.426,14,260
G0IMB,G0IMB,True,True,both,A,IO83uk,6.0,53.4375,-2.2917,N,53.4375,49.627,49.627,91,94919
G0IUW,G0IUW,True,True,both,B,IO81,4.0,51.5,-3.0,N,51.5,47.254,47.254,136,109166
G0IXE,G0IXE,True,True,both,A,IO94fn,6.0,54.5625,-1.5417,N,54.5625,50.966,50.966,23,4676
G0JDL,G0JDL,True,True,both,B,JO02si,6.0,52.3542,1.5417,N,52.3542,48.193,48.193,3,1142
G0JEI,G0JEI,True,True,both,A,IO93ic,6.0,53.1042,-1.2917,N,53.1042,49.184,49.184,149,128232
G0JVY,G0JVY,True,True,both,B,IO93ai,6.0,53.3542,-1.9583,N,53.3542,49.513,49.513,5,758
G0JWM,G0JWM,True,True,both,B,IO95ga,6.0,55.0208,-1.4583,N,55.0208,51.515,51.515,4,1223
G0KMC,G0KMC,True,True,both,B,JO02pw,6.0,52.9375,1.2917,N,52.9375,48.91,48.91,14,4086
G0KRB,G0KRB,True,True,both,A,JO02ag,6.0,52.2708,0.0417,N,52.2708,48.123,48.123,116,1308100
G0KTN,G0KTN,True,True,both,B,IO81ti,6.0,51.3542,-2.375,N,51.3542,47.052,47.052,391,134268
G0KYA,G0KYA,True,True,both,B,JO02no,6.0,52.6042,1.125,N,52.6042,48.507,48.507,7,3841
G0LCQ,G0LCQ,True,True,both,B,IO80hr,6.0,50.7292,-3.375,N,50.7292,46.297,46.297,5,6349
G0LLU,G0LLU,True,True,both,B,IO82,4.0,52.5,-3.0,N,52.5,48.499,48.499,4,9639
G0LPI,G0LPI,True,True,both,B,IO91nl,6.0,51.4792,-0.875,N,51.4792,47.167,47.167,5,454
G0LUJ,G0LUJ,True,True,both,A,IO83ls,6.0,53.7708,-3.0417,N,53.7708,50.064,50.064,197,1298747
G0MBL,G0MBL,True,True,both,B,JO01qh,6.0,51.3125,1.375,N,51.3125,46.916,46.916,4,14
G0MDL,G0MDL,True,True,both,B,JO01ls,6.0,51.7708,0.9583,N,51.7708,47.489,47.489,4,2412
G0MGZ,G0MGZ,True,True,both,A,IO91hw,6.0,51.9375,-1.375,N,51.9375,47.749,47.749,142,352233
G0MIE,G0MIE,True,True,both,B,IO81vu,6.0,51.8542,-2.2083,N,51.8542,47.67,47.67,5,9674
G0MKW,G0MKW,True,True,both,A,IO82xo,6.0,52.6042,-2.0417,N,52.6042,48.594,48.594,56,12331
G0MQW,G0MQW,True,True,both,B,IO91ml,6.0,51.4792,-0.9583,N,51.4792,47.169,47.169,56,51420
G0MRF,G0MRF,True,True,both,A,IO91fr,6.0,51.7292,-1.5417,N,51.7292,47.495,47.495,25,114077
G0MSE,G0MSE,True,True,both,B,IO92as,6.0,52.7708,-1.9583,N,52.7708,48.796,48.796,8,3573
G0MYX,G0MYX,True,True,both,B,IO91fp,6.0,51.6458,-1.5417,N,51.6458,47.392,47.392,3,5704
G0MZJ,G0MZJ,True,True,both,B,IO81wg,6.0,51.2708,-2.125,N,51.2708,46.94,46.94,40,177289
G0NAD,G0NAD,True,True,both,B,JO01ot,6.0,51.8125,1.2083,N,51.8125,47.535,47.535,6,8587
G0NAM,G0NAM,True,True,both,B,IO92hm,6.0,52.5208,-1.375,N,52.5208,48.47,48.47,5,136
G0NFY,G0NFY,True,True,both,B,IO93,4.0,53.5,-1.0,N,53.5,49.658,49.658,247,460825
G0NGG,G0NGG,True,True,both,B,JO01fm,6.0,51.5208,0.4583,N,51.5208,47.19,47.19,4,959
G0NIG,G0NIG,True,True,both,A,IO93dv,6.0,53.8958,-1.7083,N,53.8958,50.164,50.164,24,61691
G0NWE,G0NWE,True,True,both,A,IO83pi,6.0,53.3542,-2.7083,N,53.3542,49.541,49.541,14,5122
G0OAN,G0OAN,True,True,both,B,IO91vo,6.0,51.6042,-0.2083,N,51.6042,47.307,47.307,75,151469
G0OBK,G0OBK,True,True,both,B,IO93ib,6.0,53.0625,-1.2917,N,53.0625,49.133,49.133,8,14189
G0ODS,G0ODS,True,True,both,B,IO94nb,6.0,54.0625,-0.875,N,54.0625,50.337,50.337,22,20607
G0OEY,G0OEY,True,True,both,B,JO01pw,6.0,51.9375,1.2917,N,51.9375,47.688,47.688,7,2779
G0OFC,G0OFC,True,False,wsprnet_only,B,IO92nh,6.0,52.3125,-0.875,N,52.3125,48.199,48.199,4,158
G0OIW,G0OIW,True,True,both,A,IO91ml,6.0,51.4792,-0.9583,N,51.4792,47.169,47.169,132,152692
G0OJB,G0OJB,True,True,both,A,JO02fc,6.0,52.1042,0.4583,N,52.1042,47.909,47.909,16,1743
G0OOD,G0OOD,True,True,both,B,JO02pp,6.0,52.6458,1.2917,N,52.6458,48.554,48.554,6,5885
G0ORD,G0ORD,True,True,both,B,IO91,4.0,51.5,-1.0,N,51.5,47.196,47.196,4,14260
G0ORG,G0ORG,True,True,both,A,JO02lb,6.0,52.0625,0.9583,N,52.0625,47.847,47.847,29,51020
G0ORK,G0ORK,True,True,both,B,IO80fk,6.0,50.4375,-3.5417,N,50.4375,45.933,45.933,4,9187
G0ORY,G0ORY,True,True,both,B,IO92jo,6.0,52.6042,-1.2083,N,52.6042,48.567,48.567,5,23910
G0PBE,G0PBE,True,True,both,A,IO83pn,6.0,53.5625,-2.7083,N,53.5625,49.796,49.796,10,5099
G0PBQ,G0PBQ,True,True,both,B,IO83mq,6.0,53.6875,-2.9583,N,53.6875,49.959,49.959,9,2204
G0PDR,G0PDR,True,True,both,B,IO81ww,6.0,51.9375,-2.125,N,51.9375,47.771,47.771,5,3725
G0PEB,G0PEB,True,True,both,B,IO90ir,6.0,50.7292,-1.2917,N,50.7292,46.24,46.24,9,3643
G0PWZ,G0PWZ,True,True,both,A,IO94,4.0,54.5,-1.0,N,54.5,50.87,50.87,44,102032
G0RAS,G0RAS,True,True,both,A,IO91ls,6.0,51.7708,-1.0417,N,51.7708,47.533,47.533,17,740
G0RGX,G0RGX,True,True,both,A,IO80,4.0,50.5,-3.0,N,50.5,45.996,45.996,17,856
G0RIB,G0RIB,True,True,both,B,IO90mu,6.0,50.8542,-0.9583,N,50.8542,46.389,46.389,9,29044
G0RIF,G0RIF,True,True,both,B,IO92cq,6.0,52.6875,-1.7917,N,52.6875,48.688,48.688,3,1804
G0RRZ,G0RRZ,True,True,both,B,IO93jd,6.0,53.1458,-1.2083,N,53.1458,49.232,49.232,3,127
G0RTD,G0RTD,True,True,both,B,JO01js,6.0,51.7708,0.7917,N,51.7708,47.492,47.492,5,29121
G0RTM,G0RTM,True,True,both,B,IO84ph,6.0,54.3125,-2.7083,N,54.3125,50.71,50.71,4,224
G0SBN,G0SBN,True,True,both,B,IO95da,6.0,55.0208,-1.7083,N,55.0208,51.525,51.525,24,16412
G0SCV,G0SCV,True,True,both,A,IO94ql,6.0,54.4792,-0.625,N,54.4792,50.832,50.832,11,2894
G0SEC,G0SEC,True,True,both,B,IO80sp,6.0,50.6458,-2.4583,N,50.6458,46.165,46.165,3,96
G0SJP,G0SJP,True,True,both,B,JO00ds,6.0,50.7708,0.2917,N,50.7708,46.261,46.261,81,65430
G0SNJ,G0SNJ,True,True,both,B,JO02uk,6.0,52.4375,1.7083,N,52.4375,48.292,48.292,7,4723
G0SYI,G0SYI,True,True,both,A,IO81ql,6.0,51.4792,-2.625,N,51.4792,47.216,47.216,63,58100
G0TCD,G0TCD,True,True,both,A,IO91vx,6.0,51.9792,-0.2083,N,51.9792,47.77,47.77,393,1145085
G0TCP,G0TCP,True,True,both,A,JO02,4.0,52.5,1.0,N,52.5,48.383,48.383,69,187070
G0TCY,G0TCY,True,True,both,A,IO83tn,6.0,53.5625,-2.375,N,53.5625,49.783,49.783,17,9095
G0TKZ,G0TKZ,True,True,both,B,JO01ae,6.0,51.1875,0.0417,N,51.1875,46.784,46.784,7,49756
G0TOV,G0TOV,True,True,both,A,IO83pq,6.0,53.6875,-2.7083,N,53.6875,49.949,49.949,10,8046
G0TPZ,G0TPZ,True,True,both,B,IO82wl,6.0,52.4792,-2.125,N,52.4792,48.442,48.442,5,22028
G0TTV,G0TTV,True,True,both,A,JO02pn,6.0,52.5625,1.2917,N,52.5625,48.453,48.453,87,37508
G0TYS,G0TYS,True,True,both,B,IO93gp,6.0,53.6458,-1.4583,N,53.6458,49.851,49.851,3,877
G0TYZ,G0TYZ,True,True,both,B,IO91qk,6.0,51.4375,-0.625,N,51.4375,47.109,47.109,3,182
G0UBX,G0UBX,True,True,both,A,IO92sg,6.0,52.2708,-0.4583,N,52.2708,48.136,48.136,12,29209
G0UFB,G0UFB,True,True,both,A,IO92,4.0,52.5,-1.0,N,52.5,48.433,48.433,24,4290
G0UND,G0UND,True,True,both,A,IO93qe,6.0,53.1875,-0.625,N,53.1875,49.265,49.265,15,29813
G0UOA,G0UOA,True,True,both,A,IO70,4.0,50.5,-5.0,N,50.5,46.064,46.064,10,971
G0UON,G0UON,True,True,both,B,IO84qs,6.0,54.7708,-2.625,N,54.7708,51.262,51.262,7,8045
G0UOZ,G0UOZ,True,True,both,B,IO93rf,6.0,53.2292,-0.5417,N,53.2292,49.313,49.313,10,1947
G0UQQ,G0UQQ,True,True,both,B,IO93km,6.0,53.5208,-1.125,N,53.5208,49.687,49.687,3,1977
G0URR,G0URR,True,True,both,B,IO80hw,6.0,50.9375,-3.375,N,50.9375,46.56,46.56,6,26576
G0UYG,G0UYG,True,True,both,B,IO93re,6.0,53.1875,-0.5417,N,53.1875,49.262,49.262,3,1674
G0VCA,G0VCA,True,True,both,B,IO81xx,6.0,51.9792,-2.0417,N,51.9792,47.821,47.821,138,909111
G0VOK,G0VOK,True,True,both,A,IO83rg,6.0,53.2708,-2.5417,N,53.2708,49.432,49.432,86,203255
G0VQH,G0VQH,True,True,both,A,JO02fe,6.0,52.1875,0.4583,N,52.1875,48.011,48.011,24,24098
G0WBX,G0WBX,True,True,both,B,IO92ma,6.0,52.0208,-0.9583,N,52.0208,47.841,47.841,5,551
G0WNV,G0WNV,True,True,both,B,IO90hv,6.0,50.8958,-1.375,N,50.8958,46.451,46.451,7,3503
G0WUU,G0WUU,True,True,both,B,IO93kt,6.0,53.8125,-1.125,N,53.8125,50.042,50.042,4,6837
G0WYL,G0WYL,True,True,both,B,IO90,4.0,50.5,-1.0,N,50.5,45.946,45.946,6,25529
G0WZM,G0WZM,True,True,both,B,IO91ui,6.0,51.3542,-0.2917,N,51.3542,46.998,46.998,89,182110
G0XRC,G0XRC,True,True,both,A,IO80hp,6.0,50.6458,-3.375,N,50.6458,46.192,46.192,99,230398
G0YYM,G0YYM,True,True,both,B,IO90,4.0,50.5,-1.0,N,50.5,45.946,45.946,7,1572
G0YYZ,G0YYZ,True,True,both,B,IO93gn,6.0,53.5625,-1.4583,N,53.5625,49.749,49.749,5,2247
G0ZMH,G0ZMH,True,True,both,B,IO71iv,6.0,51.8958,-5.2917,N,51.8958,47.84,47.84,3,1315
G1BLO,G1BLO,True,True,both,A,IO90ds,6.0,50.7708,-1.7083,N,50.7708,46.302,46.302,386,269561
G1BVI,G1BVI,True,True,both,B,IO91wc,6.0,51.1042,-0.125,N,51.1042,46.684,46.684,8,13680
G1DOC,G1DOC,True,True,both,B,IO83ua,6.0,53.0208,-2.2917,N,53.0208,49.116,49.116,6,5636
G1DRG,G1DRG,True,True,both,A,IO93lx,6.0,53.9792,-1.0417,N,53.9792,50.242,50.242,43,3887
G1DWG,G1DWG,True,True,both,B,JO03aa,6.0,53.0208,0.0417,N,53.0208,49.042,49.042,21,3476
G1DXN,G1DXN,True,True,both,A,IO84ob,6.0,54.0625,-2.7917,N,54.0625,50.41,50.41,287,170596
G1EEK,G1EEK,True,True,both,A,IO91,4.0,51.5,-1.0,N,51.5,47.196,47.196,44,78351
G1EUH,G1EUH,True,True,both,B,IO83nt,6.0,53.8125,-2.875,N,53.8125,50.108,50.108,4,200
G1FXB,G1FXB,True,True,both,A,IO91,4.0,51.5,-1.0,N,51.5,47.196,47.196,394,1198510
G1GKN,G1GKN,True,True,both,B,JO01gt,6.0,51.8125,0.5417,N,51.8125,47.548,47.548,6,826
G1HHU,G1HHU,True,True,both,A,IO83um,6.0,53.5208,-2.2917,N,53.5208,49.729,49.729,10,1546
G1HJW,G1HJW,True,True,both,B,JO01in,6.0,51.5625,0.7083,N,51.5625,47.236,47.236,13,516
G1HZN,G1HZN,True,True,both,B,IO93wm,6.0,53.5208,-0.125,N,53.5208,49.656,49.656,54,17161
G1IAB,G1IAB,True,True,both,B,IO93nn,6.0,53.5625,-0.875,N,53.5625,49.73,49.73,4,1052
G1IDZ,G1IDZ,True,True,both,B,IO82tc,6.0,52.1042,-2.375,N,52.1042,47.986,47.986,129,58618
G1IMU,G1IMU,True,True,both,B,IO80du,6.0,50.8542,-3.7083,N,50.8542,46.466,46.466,60,27867
G1ISP,G1ISP,True,True,both,B,IO93,4.0,53.5,-1.0,N,53.5,49.658,49.658,3,1996
G1JMD,G1JMD,True,True,both,A,IO92,4.0,52.5,-1.0,N,52.5,48.433,48.433,63,266188
G1JSF,G1JSF,True,True,both,B,IO94im,6.0,54.5208,-1.2917,N,54.5208,50.906,50.906,5,3152
G1JXP,G1JXP,True,True,both,B,IO70pi,6.0,50.3542,-4.7083,N,50.3542,45.867,45.867,7,15175
G1MEI,G1MEI,True,True,both,A,IO91,4.0,51.5,-1.0,N,51.5,47.196,47.196,237,1263587
G1MME,G1MME,True,True,both,B,JO02be,6.0,52.1875,0.125,N,52.1875,48.019,48.019,7,1483
G1MPC,G1MPC,True,True,both,B,IO91sp,6.0,51.6458,-0.4583,N,51.6458,47.364,47.364,4,8232
G1NNR,G1NNR,True,True,both,B,IO90ar,6.0,50.7292,-1.9583,N,50.7292,46.256,46.256,3,8482
G1NUN,G1NUN,True,True,both,A,IO92,4.0,52.5,-1.0,N,52.5,48.433,48.433,10,1526
G1NVS,G1NVS,True,True,both,A,IO82,4.0,52.5,-3.0,N,52.5,48.499,48.499,27,214476
G1NXS,G1NXS,True,True,both,B,IO83rk,6.0,53.4375,-2.5417,N,53.4375,49.636,49.636,21,1225
G1OJS,G1OJS,True,True,both,B,IO90ju,6.0,50.8542,-1.2083,N,50.8542,46.395,46.395,5,1036
G1PHZ,G1PHZ,True,True,both,A,IO82ud,6.0,52.1458,-2.2917,N,52.1458,48.035,48.035,14,112272
G1PPZ,G1PPZ,True,True,both,B,IO82xk,6.0,52.4375,-2.0417,N,52.4375,48.388,48.388,18,18530
G1PRX,G1PRX,True,True,both,A,IO90jp,6.0,50.6458,-1.2083,N,50.6458,46.134,46.134,13,3312
G1PTN,G1PTN,True,False,wsprnet_only,B,IO91,4.0,51.5,-1.0,N,51.5,47.196,47.196,5,16
G1RLI,G1RLI,True,True,both,B,IO82,4.0,52.5,-3.0,N,52.5,48.499,48.499,8,38640
G1ROK,G1ROK,True,True,both,B,IO91xj,6.0,51.3958,-0.0417,N,51.3958,47.045,47.045,88,571931
G1RQK,G1RQK,True,True,both,B,IO94,4.0,54.5,-1.0,N,54.5,50.87,50.87,6,13221
G1RVI,G1RVI,True,True,both,A,IO91,4.0,51.5,-1.0,N,51.5,47.196,47.196,17,21806
G1TZZ,G1TZZ,True,True,both,B,JO01,4.0,51.5,1.0,N,51.5,47.154,47.154,27,9931
G1UDS,G1UDS,True,True,both,B,IO82wt,6.0,52.8125,-2.125,N,52.8125,48.854,48.854,6,1351
G1UQK,G1UQK,True,True,both,A,IO82,4.0,52.5,-3.0,N,52.5,48.499,48.499,10,97369
G1UZL,G1UZL,True,True,both,A,IO83xl,6.0,53.4792,-2.0417,N,53.4792,49.669,49.669,16,24243
G1VAQ,G1VAQ,True,True,both,B,JO02ul,6.0,52.4792,1.7083,N,52.4792,48.343,48.343,3,841
G1VNA,G1VNA,True,True,both,B,IO70um,6.0,50.5208,-4.2917,N,50.5208,46.064,46.064,5,2812
G1VWC,G1VWC,True,True,both,A,IO92wh,6.0,52.3125,-0.125,N,52.3125,48.179,48.179,11,40737
G1VXD,G1VXD,True,True,both,B,IO83xb,6.0,53.0625,-2.0417,N,53.0625,49.158,49.158,8,803
G1WYA,G1WYA,True,True,both,B,IO83wn,6.0,53.5625,-2.125,N,53.5625,49.773,49.773,8,1935
G1XVW,G1XVW,True,True,both,B,JO01,4.0,51.5,1.0,N,51.5,47.154,47.154,4,9287
G1XYG,G1XYG,True,True,both,A,IO92,4.0,52.5,-1.0,N,52.5,48.433,48.433,142,96043
G1YBJ,G1YBJ,True,True,both,B,IO92qh,6.0,52.3125,-0.625,N,52.3125,48.192,48.192,3,3136
G1ZGC,G1ZGC,True,True,both,A,IO80go,6.0,50.6042,-3.4583,N,50.6042,46.142,46.142,11,5674
G1ZRN,G1ZRN,True,True,both,B,IO82ui,6.0,52.3542,-2.2917,N,52.3542,48.293,48.293,6,995
G21URP,G21URP,True,False,wsprnet_only,B,FC52,4.0,-67.5,-69.0,S,67.5,-53.294,53.294,9,22
G22SOS,G22SOS,True,True,both,A,FK29,4.0,19.5,-75.0,N,19.5,28.441,28.441,12,15
G2DD,G2DD,True,True,both,B,IO91oj,6.0,51.3958,-0.7917,N,51.3958,47.061,47.061,4,2894
G2HR,G2HR,True,True,both,A,IO91,4.0,51.5,-1.0,N,51.5,47.196,47.196,12,1397
G2ML,G2ML,True,True,both,B,IO91rk,6.0,51.4375,-0.5417,N,51.4375,47.107,47.107,8,10248
G2OU,G2OU,True,True,both,B,IO92pa,6.0,52.0208,-0.7083,N,52.0208,47.834,47.834,8,68858
G2PLX,G2PLX,True,True,both,B,JO02,4.0,52.5,1.0,N,52.5,48.383,48.383,335,796587
G2QJV,G2QJV,True,False,wsprnet_only,B,IO91kg,6.0,51.2708,-1.125,N,51.2708,46.914,46.914,4,180
G34VKU,G34VKU,True,False,wsprnet_only,B,JL82,4.0,22.5,17.0,N,22.5,6.54,6.54,6,10
G3AGG,G3AGG,True,True,both,B,IO83,4.0,53.5,-3.0,N,53.5,49.731,49.731,10,15726
G3AGM,G3AGM,True,True,both,B,JO01bx,6.0,51.9792,0.125,N,51.9792,47.763,47.763,4,4688
G3AML,G3AML,True,True,both,B,IO92ko,6.0,52.6042,-1.125,N,52.6042,48.565,48.565,8,2714
G3ARM,G3ARM,True,True,both,B,IO93rf,6.0,53.2292,-0.5417,N,53.2292,49.313,49.313,3,315
G3DVF,G3DVF,True,True,both,A,IO95,4.0,55.5,-1.0,N,55.5,52.072,52.072,193,139743
G3EFG,G3EFG,True,True,both,B,IO92qw,6.0,52.9375,-0.625,N,52.9375,48.959,48.959,4,5218
G3EFO,G3EFO,True,True,both,A,IO91wp,6.0,51.6458,-0.125,N,51.6458,47.356,47.356,26,8441
G3ILO,G3ILO,True,True,both,A,IO81,4.0,51.5,-3.0,N,51.5,47.254,47.254,10,7329
G3IUZ,G3IUZ,True,True,both,A,IO81,4.0,51.5,-3.0,N,51.5,47.254,47.254,154,939341
G3KFB,G3KFB,True,True,both,B,IO93po,6.0,53.6042,-0.7083,N,53.6042,49.775,49.775,3,2402
G3L,G3L,True,False,wsprnet_only,A,JO00,4.0,50.5,1.0,N,50.5,45.913,45.913,45,111
G3LES,G3LES,True,True,both,B,IO94,4.0,54.5,-1.0,N,54.5,50.87,50.87,14,10715
G3MD,G3MD,True,True,both,B,JO01aw,6.0,51.9375,0.0417,N,51.9375,47.713,47.713,9,5465
G3MOT,G3MOT,True,True,both,A,IO92kw,6.0,52.9375,-1.125,N,52.9375,48.974,48.974,21,164781
G3MRH,G3MRH,True,True,both,A,IO93,4.0,53.5,-1.0,N,53.5,49.658,49.658,61,7294
G3MXH,G3MXH,True,True,both,B,JO02lf,6.0,52.2292,0.9583,N,52.2292,48.052,48.052,4,6701
