rx_sign,rx_id,n_spots,n_noise_ok,n_ov_nonzero,first_spot,last_spot,n_bands,bands,noise_valid_frac,rms_noise_mean,c2_noise_mean,ov_frac,noise_usable
-999,KA9Q_0,7,7,0,2025-09-02 06:04:00,2025-12-11 08:56:00,3,20m|10m|other,1.0,-120.06,21.43,0.0,True
0,KA9Q-0,6,6,0,2026-05-19 00:42:00,2026-05-31 08:08:00,2,30m|20m,1.0,-141.72,-142.7,0.0,True
0,KA9Q_0,55,55,0,2025-09-02 00:24:00,2026-06-08 00:02:00,6,80m|40m|30m|20m|15m|other,1.0,-125.23,-124.95,0.0,True
0,KA9Q_1,1,1,0,2026-01-28 10:32:00,2026-01-28 10:32:00,1,other,1.0,-50.1,-51.2,0.0,True
0,KA9Q_2,6,6,0,2026-03-19 05:16:00,2026-06-15 04:32:00,2,40m|20m,1.0,-122.98,-123.53,0.0,True
0,KA9Q_3,2,2,0,2025-08-16 05:14:00,2025-11-29 21:46:00,2,20m|other,1.0,-125.45,-99.45,0.0,True
0,KA9Q_4,6,6,0,2025-12-04 18:38:00,2025-12-20 16:32:00,2,10m|other,1.0,-123.78,-126.63,0.0,True
0,KA9Q_KFS_OMNI,14,14,0,2025-06-05 00:42:00,2026-03-18 03:36:00,4,40m|20m|17m|other,1.0,-116.38,-104.43,0.0,True
0,KA9Q_KFS_SW,10,10,0,2026-03-11 12:26:00,2026-05-13 08:48:00,2,40m|30m,1.0,-115.54,-121.14,0.0,True
0,KIWI_0,99,99,0,2025-06-10 14:18:00,2026-05-28 12:58:00,6,40m|20m|17m|15m|10m|other,1.0,-135.9,-123.55,0.0,True
0,KIWI_1,69,69,0,2025-07-30 19:28:00,2026-05-24 12:58:00,8,160m|80m|40m|30m|20m|17m|10m|other,1.0,-127.83,-124.67,0.0,True
0,KIWI_2,4,4,0,2026-03-13 09:18:00,2026-03-13 09:18:00,1,40m,1.0,-130.4,-69.4,0.0,True
0,KIWI_77,1,1,0,2025-10-23 12:52:00,2025-10-23 12:52:00,1,15m,1.0,-152.0,-90.9,0.0,True
0,KIWI_80,3,3,0,2025-10-23 13:32:00,2025-12-28 21:56:00,3,20m|10m|other,1.0,-134.73,-73.0,0.0,True
0,KIWI_XR,4,4,0,2025-09-30 16:42:00,2025-11-23 21:46:00,2,20m|10m,1.0,-137.07,-95.62,0.0,True
0,NUT_KIWI3,1,1,0,2026-03-12 04:30:00,2026-03-12 04:30:00,1,40m,1.0,-123.9,-60.8,0.0,True
0,WEB-888,2,2,0,2026-05-19 08:58:00,2026-05-21 14:26:00,1,40m,1.0,-131.8,-130.4,0.0,True
1,KIWI_0,4,4,0,2026-04-26 13:28:00,2026-05-05 07:58:00,2,40m|20m,1.0,-142.48,-81.52,0.0,True
1,KIWI_1,4,4,0,2025-08-28 04:30:00,2026-04-28 03:28:00,3,80m|40m|30m,1.0,-126.48,-110.3,0.0,True
10,KIWI_0,1,1,0,2026-05-08 07:58:00,2026-05-08 07:58:00,1,80m,1.0,-132.8,-71.2,0.0,True
1007,KA9Q_0,1,1,0,2025-08-19 11:10:00,2025-08-19 11:10:00,1,30m,1.0,-131.9,30.0,0.0,True
1019,KA9Q_0,1,1,0,2025-12-11 10:58:00,2025-12-11 10:58:00,1,10m,1.0,-120.7,30.0,0.0,True
1022,KA9Q_0,1,1,0,2025-08-19 11:10:00,2025-08-19 11:10:00,1,30m,1.0,-131.9,30.0,0.0,True
1022,KIWI_2,1,1,0,2025-07-11 11:14:00,2025-07-11 11:14:00,1,40m,1.0,-146.8,40.0,0.0,True
1029,KIWI_2,1,1,0,2025-09-20 19:34:00,2025-09-20 19:34:00,1,20m,1.0,-134.6,20.0,0.0,True
1034,KA9Q_3,1,1,0,2025-08-08 23:32:00,2025-08-08 23:32:00,1,20m,1.0,-133.3,20.0,0.0,True
1034,KA9Q_4,1,1,0,2025-06-18 01:16:00,2025-06-18 01:16:00,1,30m,1.0,-125.7,30.0,0.0,True
1049,KA9Q_4,1,1,0,2025-06-18 02:32:00,2025-06-18 02:32:00,1,30m,1.0,-116.7,30.0,0.0,True
1071,KA9Q_0,1,1,0,2025-12-03 19:54:00,2025-12-03 19:54:00,1,other,1.0,-130.1,20.0,0.0,True
1087,WEB-888,1,1,0,2025-06-13 19:52:00,2025-06-13 19:52:00,1,20m,1.0,-152.4,20.0,0.0,True
1097,KA9Q_0,1,1,0,2025-12-11 12:22:00,2025-12-11 12:22:00,1,10m,1.0,-120.1,30.0,0.0,True
1105,KA9Q_3,1,1,0,2025-08-15 23:24:00,2025-08-15 23:24:00,1,20m,1.0,-126.5,20.0,0.0,True
1106,KA9Q-0,1,1,0,2025-06-15 15:22:00,2025-06-15 15:22:00,1,20m,1.0,-150.1,20.0,0.0,True
113,KA9Q_KFS_OMNI,1,1,0,2025-06-05 05:10:00,2025-06-05 05:10:00,1,20m,1.0,-81.2,-81.4,0.0,True
1133,KA9Q_4,1,1,0,2025-06-18 01:16:00,2025-06-18 01:16:00,1,30m,1.0,-125.7,30.0,0.0,True
1134,KIWI_2,1,1,0,2025-08-19 11:06:00,2025-08-19 11:06:00,1,20m,1.0,-132.6,20.0,0.0,True
1166,KIWIA,1,1,0,2025-07-01 09:58:00,2025-07-01 09:58:00,1,30m,1.0,-137.2,30.0,0.0,True
1180,KIWI_2,2,2,0,2025-08-19 11:06:00,2025-09-20 19:34:00,1,20m,1.0,-133.6,20.0,0.0,True
1193,KA9Q_3,1,1,0,2025-08-08 23:32:00,2025-08-08 23:32:00,1,20m,1.0,-133.3,20.0,0.0,True
1195,KA9Q_0,1,1,0,2025-12-03 19:38:00,2025-12-03 19:38:00,1,other,1.0,-128.6,20.0,0.0,True
12361,KA9Q_0,1,1,0,2025-12-11 12:22:00,2025-12-11 12:22:00,1,10m,1.0,-120.1,30.0,0.0,True
1242,WEB-888,2,2,0,2025-06-13 19:52:00,2025-06-13 19:52:00,1,20m,1.0,-152.4,20.0,0.0,True
1245,KA9Q_3,3,3,0,2025-08-15 17:26:00,2025-09-02 04:50:00,2,30m|20m,1.0,-126.93,23.33,0.0,True
1258,KA9Q-0,1,1,0,2025-06-15 15:22:00,2025-06-15 15:22:00,1,20m,1.0,-150.1,20.0,0.0,True
1313,KA9Q_3,1,1,0,2025-08-15 17:26:00,2025-08-15 17:26:00,1,20m,1.0,-129.5,20.0,0.0,True
1320,KIWI_2,1,1,0,2025-07-11 11:14:00,2025-07-11 11:14:00,1,40m,1.0,-146.8,40.0,0.0,True
1322,KA9Q_0,1,1,0,2025-12-03 19:54:00,2025-12-03 19:54:00,1,other,1.0,-130.1,20.0,0.0,True
1326,KA9Q_3,1,1,0,2025-08-15 19:06:00,2025-08-15 19:06:00,1,20m,1.0,-125.5,20.0,0.0,True
1339,KA9Q-0,1,1,0,2025-06-24 17:12:00,2025-06-24 17:12:00,1,20m,1.0,-147.7,20.0,0.0,True
1344,KIWIA,1,1,0,2025-07-01 09:58:00,2025-07-01 09:58:00,1,30m,1.0,-137.2,30.0,0.0,True
1349,KA9Q_3,1,1,0,2025-09-02 04:50:00,2025-09-02 04:50:00,1,30m,1.0,-125.8,30.0,0.0,True
13498,KIWI_0,1,1,0,2025-09-24 22:00:00,2025-09-24 22:00:00,1,15m,1.0,-133.3,-142.0,0.0,True
13658,KA9Q_0,2,2,0,2025-12-11 10:58:00,2025-12-11 12:22:00,1,10m,1.0,-120.4,30.0,0.0,True
1380,KA9Q_3,2,2,0,2025-08-15 23:24:00,2025-08-16 14:22:00,1,20m,1.0,-127.7,20.0,0.0,True
1387,KA9Q_3,3,3,0,2025-08-08 23:32:00,2025-09-02 04:50:00,2,30m|20m,1.0,-128.53,23.33,0.0,True
14005,KIWI_2,1,1,0,2025-08-19 11:06:00,2025-08-19 11:06:00,1,20m,1.0,-132.6,20.0,0.0,True
1401,KA9Q_0,1,1,0,2025-12-03 19:54:00,2025-12-03 19:54:00,1,other,1.0,-130.1,20.0,0.0,True
1410,KA9Q_3,1,1,0,2025-09-02 04:56:00,2025-09-02 04:56:00,1,40m,1.0,-125.1,40.0,0.0,True
1439,KA9Q-0,1,1,0,2025-06-24 17:12:00,2025-06-24 17:12:00,1,20m,1.0,-147.7,20.0,0.0,True
1442,KA9Q_3,1,1,0,2025-08-16 14:00:00,2025-08-16 14:00:00,1,20m,1.0,-130.1,20.0,0.0,True
1469,KA9Q_0,1,1,0,2025-12-03 20:08:00,2025-12-03 20:08:00,1,other,1.0,-130.9,15.0,0.0,True
1516,KA9Q_3,2,2,0,2025-08-15 13:26:00,2025-08-16 14:22:00,1,20m,1.0,-128.8,20.0,0.0,True
1525,KA9Q_3,3,3,0,2025-08-15 14:36:00,2025-08-16 14:00:00,1,20m,1.0,-128.5,20.0,0.0,True
1541,KA9Q_0,1,1,0,2025-12-03 19:54:00,2025-12-03 19:54:00,1,other,1.0,-130.1,20.0,0.0,True
15535,KA9Q_0,1,1,0,2025-12-11 12:22:00,2025-12-11 12:22:00,1,10m,1.0,-120.1,30.0,0.0,True
1560,KA9Q_3,1,1,0,2025-08-15 23:24:00,2025-08-15 23:24:00,1,20m,1.0,-126.5,20.0,0.0,True
1566,KA9Q_3,2,2,0,2025-08-16 14:00:00,2025-08-16 14:22:00,1,20m,1.0,-129.5,20.0,0.0,True
1584,KA9Q_3,1,1,0,2025-08-15 23:24:00,2025-08-15 23:24:00,1,20m,1.0,-126.5,20.0,0.0,True
1594,KA9Q_0,1,1,0,2025-12-11 06:38:00,2025-12-11 06:38:00,1,other,1.0,-123.4,20.0,0.0,True
1615,KA9Q_0,1,1,0,2025-12-11 08:16:00,2025-12-11 08:16:00,1,other,1.0,-123.3,20.0,0.0,True
1625,WEB-888,1,1,0,2025-06-13 19:52:00,2025-06-13 19:52:00,1,20m,1.0,-152.4,20.0,0.0,True
1630,KA9Q_3,2,2,0,2025-08-15 17:26:00,2025-09-02 04:56:00,2,40m|20m,1.0,-127.3,30.0,0.0,True
1641,WEB-888,1,1,0,2025-06-13 19:52:00,2025-06-13 19:52:00,1,20m,1.0,-152.4,20.0,0.0,True
1652,KIWI_2,2,2,0,2025-07-11 11:14:00,2025-09-20 19:02:00,2,40m|30m,1.0,-140.15,35.0,0.0,True
1674,KA9Q_3,1,1,0,2025-09-02 04:50:00,2025-09-02 04:50:00,1,30m,1.0,-125.8,30.0,0.0,True
1680,KA9Q_3,1,1,0,2025-08-15 23:24:00,2025-08-15 23:24:00,1,20m,1.0,-126.5,20.0,0.0,True
1689,KA9Q_0,1,1,0,2025-12-11 08:16:00,2025-12-11 08:16:00,1,other,1.0,-123.3,20.0,0.0,True
1707,KA9Q_3,1,1,0,2025-08-15 19:06:00,2025-08-15 19:06:00,1,20m,1.0,-125.5,20.0,0.0,True
1730,KA9Q_3,1,1,0,2025-09-02 04:56:00,2025-09-02 04:56:00,1,40m,1.0,-125.1,40.0,0.0,True
1756,KA9Q_0,1,1,0,2025-12-11 07:12:00,2025-12-11 07:12:00,1,10m,1.0,-121.2,30.0,0.0,True
1792,KA9Q-0,1,1,0,2025-06-15 15:22:00,2025-06-15 15:22:00,1,20m,1.0,-150.1,20.0,0.0,True
1807,KA9Q_0,2,2,0,2025-12-03 19:38:00,2025-12-03 20:08:00,1,other,1.0,-129.75,17.5,0.0,True
1822,KA9Q_0,1,1,0,2025-12-03 19:54:00,2025-12-03 19:54:00,1,other,1.0,-130.1,20.0,0.0,True
1843,KA9Q_0,2,2,0,2025-12-03 19:38:00,2025-12-03 19:54:00,1,other,1.0,-129.35,20.0,0.0,True
1884,KA9Q_3,1,1,0,2025-08-16 14:22:00,2025-08-16 14:22:00,1,20m,1.0,-128.9,20.0,0.0,True
1913,KA9Q_0,1,1,0,2025-12-11 12:22:00,2025-12-11 12:22:00,1,10m,1.0,-120.1,30.0,0.0,True
1930,KA9Q_0,2,2,0,2025-09-02 04:48:00,2025-09-02 06:04:00,2,30m|20m,1.0,-117.75,25.0,0.0,True
1968,KA9Q_3,1,1,0,2025-08-15 17:26:00,2025-08-15 17:26:00,1,20m,1.0,-129.5,20.0,0.0,True
1976,KA9Q_0,3,3,0,2025-12-11 04:34:00,2025-12-11 06:54:00,1,other,1.0,-123.43,20.0,0.0,True
1993,KIWIA,1,1,0,2025-07-01 09:58:00,2025-07-01 09:58:00,1,30m,1.0,-137.2,30.0,0.0,True
2,KIWI_0,3,3,0,2025-09-21 13:52:00,2026-05-04 06:58:00,2,20m|17m,1.0,-139.77,-125.2,0.0,True
2,KIWI_1,2,2,0,2025-09-17 01:30:00,2026-05-05 06:58:00,2,40m|30m,1.0,-132.3,-101.6,0.0,True
2003,KA9Q_3,1,1,0,2025-08-08 23:32:00,2025-08-08 23:32:00,1,20m,1.0,-133.3,20.0,0.0,True
2017,KIWI_2,1,1,0,2025-07-11 11:14:00,2025-07-11 11:14:00,1,40m,1.0,-146.8,40.0,0.0,True
2049,KA9Q_3,1,1,0,2025-08-15 14:36:00,2025-08-15 14:36:00,1,20m,1.0,-129.9,20.0,0.0,True
2054,KA9Q_3,2,2,0,2025-08-15 13:26:00,2025-08-15 23:24:00,1,20m,1.0,-127.6,20.0,0.0,True
2055,KIWI_2,1,1,0,2025-09-20 19:02:00,2025-09-20 19:02:00,1,30m,1.0,-133.5,30.0,0.0,True
2118,KA9Q_0,1,1,0,2025-09-02 07:44:00,2025-09-02 07:44:00,1,20m,1.0,-112.1,20.0,0.0,True
2119,KA9Q_3,1,1,0,2025-08-15 13:26:00,2025-08-15 13:26:00,1,20m,1.0,-128.7,20.0,0.0,True
2130,KA9Q_0,1,1,0,2025-08-19 11:10:00,2025-08-19 11:10:00,1,30m,1.0,-131.9,30.0,0.0,True
2194,KA9Q_3,1,1,0,2025-08-15 23:24:00,2025-08-15 23:24:00,1,20m,1.0,-126.5,20.0,0.0,True
2234,KA9Q_0,1,1,0,2025-09-02 07:44:00,2025-09-02 07:44:00,1,20m,1.0,-112.1,20.0,0.0,True
