rx_sign,site_call,in_wsprnet,in_wsprdaemon,source_class,sw_class,modal_grid,grid_precision,lat,lon,hemisphere,abs_lat,cgm_lat,abs_cgm_lat,quality_tier,n_days_active,n_spots_wsprnet,n_spots_wd,noise_valid_frac
G7JSC,G7JSC,True,False,wsprnet_only,wsjtx,IO92ac,6.0,52.1042,-1.9583,N,52.1042,47.973,47.973,D,3,165.0,,
G7JTT,G7JTT,True,False,wsprnet_only,wsjtx,IO93sf,6.0,53.2292,-0.4583,N,53.2292,49.31,49.31,C,14,9922.0,,
G7JTT1,G7JTT1,True,False,wsprnet_only,wsjtx,IO93sf,6.0,53.2292,-0.4583,N,53.2292,49.31,49.31,C,21,29557.0,,
G7JUR,G7JUR,True,False,wsprnet_only,web888,IO91of,6.0,51.2292,-0.7917,N,51.2292,46.854,46.854,B,119,538868.0,,
G7JVG,G7JVG,True,False,wsprnet_only,wsjtx,IO94fw,6.0,54.9375,-1.5417,N,54.9375,51.418,51.418,D,4,304.0,,
G7JYM,G7JYM,True,False,wsprnet_only,wsjtx,IO91vl,6.0,51.4792,-0.2083,N,51.4792,47.152,47.152,A,336,9136.0,,
G7KDM,G7KDM,True,False,wsprnet_only,wsjtx,IO91es,6.0,51.7708,-1.625,N,51.7708,47.549,47.549,D,3,148.0,,
G7KIA,G7KIA,True,False,wsprnet_only,wsjtx,IO93,4.0,53.5,-1.0,N,53.5,49.658,49.658,D,5,730.0,,
G7KJP,G7KJP,True,False,wsprnet_only,wsjtx,IO94cx,6.0,54.9792,-1.7917,N,54.9792,51.479,51.479,D,1,11.0,,
G7KNK,G7KNK,True,False,wsprnet_only,wsjtx,IO91ph,6.0,51.3125,-0.7083,N,51.3125,46.956,46.956,D,1,140.0,,
G7KZA,G7KZA,True,False,wsprnet_only,wsjtx,IO92,4.0,52.5,-1.0,N,52.5,48.433,48.433,C,25,16255.0,,
G7LHS,G7LHS,True,False,wsprnet_only,wsjtx,IO83ri,6.0,53.3542,-2.5417,N,53.3542,49.534,49.534,B,38,48134.0,,
G7LMY,G7LMY,True,False,wsprnet_only,other,IO90iu,6.0,50.8542,-1.2917,N,50.8542,46.397,46.397,D,4,369.0,,
G7LTQ,G7LTQ,True,False,wsprnet_only,wsjtx,IO91wn,6.0,51.5625,-0.125,N,51.5625,47.253,47.253,C,7,3662.0,,
G7LWV,G7LWV,True,False,wsprnet_only,wsjtx,IO70,4.0,50.5,-5.0,N,50.5,46.064,46.064,D,2,35.0,,
G7MCE,G7MCE,True,False,wsprnet_only,wsjtx,IO84jc,6.0,54.1042,-3.2083,N,54.1042,50.478,50.478,D,1,6.0,,
G7MNP,G7MNP,True,False,wsprnet_only,wsjtx,IO83qj,6.0,53.3958,-2.625,N,53.3958,49.588,49.588,D,2,767.0,,
G7NEH,G7NEH,True,False,wsprnet_only,other,IO83oe,6.0,53.1875,-2.7917,N,53.1875,49.339,49.339,D,2,10.0,,
G7NIB,G7NIB,True,False,wsprnet_only,wsjtx,IO82sq,6.0,52.6875,-2.4583,N,52.6875,48.711,48.711,D,1,5.0,,
G7NJX,G7NJX,True,False,wsprnet_only,wsjtx,IO81oh,6.0,51.3125,-2.7917,N,51.3125,47.013,47.013,D,3,429.0,,
G7NRH,G7NRH,True,False,wsprnet_only,other,IO90lt,6.0,50.8125,-1.0417,N,50.8125,46.339,46.339,D,1,379.0,,
G7NRU,G7NRU,True,False,wsprnet_only,wsjtx,IO93,4.0,53.5,-1.0,N,53.5,49.658,49.658,D,6,865.0,,
G7NSJ,G7NSJ,True,False,wsprnet_only,wsjtx,IO82ql,6.0,52.4792,-2.625,N,52.4792,48.46,48.46,C,15,6045.0,,
G7NTG,G7NTG,True,False,wsprnet_only,wsjtx,IO92,4.0,52.5,-1.0,N,52.5,48.433,48.433,B,58,861.0,,
G7NVQ,G7NVQ,True,False,wsprnet_only,kiwisdr,IO81ub,6.0,51.0625,-2.2917,N,51.0625,46.684,46.684,D,4,2905.0,,
G7OAE,G7OAE,True,False,wsprnet_only,wsjtx,IO83xc,6.0,53.1042,-2.0417,N,53.1042,49.209,49.209,B,91,18408.0,,
G7OBK,G7OBK,True,False,wsprnet_only,wsjtx,IO82vw,6.0,52.9375,-2.2083,N,52.9375,49.01,49.01,D,5,1688.0,,
G7ODN,G7ODN,True,False,wsprnet_only,wsjtx,IO92ix,6.0,52.9792,-1.2917,N,52.9792,49.031,49.031,D,3,90.0,,
G7OFC,G7OFC,True,False,wsprnet_only,wsjtx,IO82vb,6.0,52.0625,-2.2083,N,52.0625,47.929,47.929,D,4,1856.0,,
G7OML,G7OML,True,False,wsprnet_only,wsjtx,IO91,4.0,51.5,-1.0,N,51.5,47.196,47.196,D,3,120.0,,
G7ONK,G7ONK,True,False,wsprnet_only,wsjtx,IO82wo,6.0,52.6042,-2.125,N,52.6042,48.597,48.597,C,10,156.0,,
G7OWB,G7OWB,True,False,wsprnet_only,wsjtx,JO01ow,6.0,51.9375,1.2083,N,51.9375,47.689,47.689,D,6,1741.0,,
G7PAN,G7PAN,True,False,wsprnet_only,wsjtx,IO93gi,6.0,53.3542,-1.4583,N,53.3542,49.495,49.495,D,2,227.0,,
G7PLS,G7PLS,True,False,wsprnet_only,wsjtx,IO93vo,6.0,53.6042,-0.2083,N,53.6042,49.759,49.759,D,2,2452.0,,
G7POT,G7POT,True,False,wsprnet_only,wsjtx,IO94,4.0,54.5,-1.0,N,54.5,50.87,50.87,B,62,3402.0,,
G7PQT,G7PQT,True,False,wsprnet_only,wsjtx,IO92es,6.0,52.7708,-1.625,N,52.7708,48.785,48.785,D,5,455.0,,
G7PUV,G7PUV,True,False,wsprnet_only,wsjtx,JO00au,6.0,50.8542,0.0417,N,50.8542,46.369,46.369,B,142,65298.0,,
G7PVZ,G7PVZ,True,False,wsprnet_only,wsjtx,IO91gc,6.0,51.1042,-1.4583,N,51.1042,46.714,46.714,D,3,65.0,,
G7RAU,G7RAU,True,False,wsprnet_only,wsjtx,IN79jx,6.0,49.9792,-5.2083,N,49.9792,45.407,45.407,C,12,126.0,,
G7RCQ,G7RCQ,True,False,wsprnet_only,wsjtx,IO91,4.0,51.5,-1.0,N,51.5,47.196,47.196,D,3,278.0,,
G7RES,G7RES,True,False,wsprnet_only,wsjtx,IO90fq,6.0,50.6875,-1.5417,N,50.6875,46.194,46.194,D,5,24.0,,
G7REV,G7REV,True,False,wsprnet_only,wsjtx,IO83ne,6.0,53.1875,-2.875,N,53.1875,49.342,49.342,B,46,24822.0,,
G7RHF,G7RHF,True,False,wsprnet_only,other,IO82qk,6.0,52.4375,-2.625,N,52.4375,48.408,48.408,C,27,4621.0,,
G7RMG,G7RMG,True,False,wsprnet_only,wsjtx,IO80tu,6.0,50.8542,-2.375,N,50.8542,46.425,46.425,D,4,15031.0,,
G7RQD,G7RQD,True,False,wsprnet_only,wsjtx,IO90st,6.0,50.8125,-0.4583,N,50.8125,46.327,46.327,D,1,107.0,,
G7RXR,G7RXR,True,False,wsprnet_only,other,JO02qp,6.0,52.6458,1.375,N,52.6458,48.553,48.553,D,1,18.0,,
G7SKA,G7SKA,True,False,wsprnet_only,wsjtx,IO92pj,6.0,52.3958,-0.7083,N,52.3958,48.296,48.296,D,3,626.0,,
G7SKR,G7SKR,True,False,wsprnet_only,wsjtx,IO83ri,6.0,53.3542,-2.5417,N,53.3542,49.534,49.534,D,1,111.0,,
G7SMO,G7SMO,True,False,wsprnet_only,wsjtx,IO93gi,6.0,53.3542,-1.4583,N,53.3542,49.495,49.495,C,12,1231.0,,
G7SQC,G7SQC,True,False,wsprnet_only,wsjtx,IO90,4.0,50.5,-1.0,N,50.5,45.946,45.946,D,1,44.0,,
G7SSD,G7SSD,True,False,wsprnet_only,wsjtx,IO92fm,6.0,52.5208,-1.5417,N,52.5208,48.475,48.475,D,1,462.0,,
G7SWL,G7SWL,True,False,wsprnet_only,other,IO83lt,6.0,53.8125,-3.0417,N,53.8125,50.115,50.115,D,1,1637.0,,
G7TKI,G7TKI,True,False,wsprnet_only,wsjtx,JO01eu,6.0,51.8542,0.375,N,51.8542,47.603,47.603,D,1,14.0,,
G7TXX,G7TXX,True,False,wsprnet_only,wsjtx,IO83vb,6.0,53.0625,-2.2083,N,53.0625,49.164,49.164,C,8,5890.0,,
G7TZZ,G7TZZ,True,False,wsprnet_only,other,IO92pk,6.0,52.4375,-0.7083,N,52.4375,48.348,48.348,B,71,6794.0,,
G7UOD,G7UOD,True,False,wsprnet_only,other,IO92rd,6.0,52.1458,-0.5417,N,52.1458,47.984,47.984,D,3,3.0,,
G7UTB,G7UTB,True,False,wsprnet_only,wsjtx,JO01fj,6.0,51.3958,0.4583,N,51.3958,47.035,47.035,D,2,396.0,,
G7UVW,G7UVW,True,False,wsprnet_only,kiwisdr,JO01bn,6.0,51.5625,0.125,N,51.5625,47.248,47.248,A,236,1037793.0,,
G7UXW,G7UXW,True,False,wsprnet_only,wsjtx,IO83sf,6.0,53.2292,-2.4583,N,53.2292,49.378,49.378,D,1,249.0,,
G7VFQ,G7VFQ,True,False,wsprnet_only,wsjtx,IO83xc,6.0,53.1042,-2.0417,N,53.1042,49.209,49.209,D,1,221.0,,
G7VGY,G7VGY,True,False,wsprnet_only,wsjtx,IO90is,6.0,50.7708,-1.2917,N,50.7708,46.292,46.292,D,5,3556.0,,
G7VGY/P,G7VGY,True,False,wsprnet_only,wsjtx,IO90kq,6.0,50.6875,-1.125,N,50.6875,46.184,46.184,C,10,14153.0,,
G7VJA,G7VJA,True,False,wsprnet_only,wsjtx,IO70,4.0,50.5,-5.0,N,50.5,46.064,46.064,D,1,121.0,,
G7VLH,G7VLH,True,False,wsprnet_only,wsjtx,IO90hx,6.0,50.9792,-1.375,N,50.9792,46.556,46.556,C,16,3808.0,,
G7VRD,G7VRD,True,False,wsprnet_only,wsjtx,IO81rl,6.0,51.4792,-2.5417,N,51.4792,47.213,47.213,B,45,19040.0,,
G7WAS,G7WAS,True,False,wsprnet_only,wsjtx,IO92ra,6.0,52.0208,-0.5417,N,52.0208,47.83,47.83,D,1,57.0,,
G7WBY,G7WBY,True,False,wsprnet_only,wsjtx,IO91rt,6.0,51.8125,-0.5417,N,51.8125,47.572,47.572,D,2,679.0,,
G7WCI,G7WCI,True,False,wsprnet_only,other,IO91vk,6.0,51.4375,-0.2083,N,51.4375,47.1,47.1,A,338,95901.0,,
G8ADM,G8ADM,True,False,wsprnet_only,wsjtx,IO91rm,6.0,51.5208,-0.5417,N,51.5208,47.211,47.211,D,2,17.0,,
G8AFN,G8AFN,True,False,wsprnet_only,wsjtx,IO80qw,6.0,50.9375,-2.625,N,50.9375,46.537,46.537,D,2,314.0,,
G8ALS,G8ALS,True,False,wsprnet_only,wsjtx,IO92fk,6.0,52.4375,-1.5417,N,52.4375,48.372,48.372,D,1,273.0,,
G8ANJ,G8ANJ,True,False,wsprnet_only,wsjtx,IO91wp,6.0,51.6458,-0.125,N,51.6458,47.356,47.356,B,54,41556.0,,
G8AOE,G8AOE,True,True,both,wsprdaemon,IO94im,6.0,54.5208,-1.2917,N,54.5208,50.906,50.906,A,379,4436413.0,2242806.0,1.0
G8AOE-1,G8AOE,True,False,wsprnet_only,kiwisdr,IO94im,6.0,54.5208,-1.2917,N,54.5208,50.906,50.906,B,68,8502.0,,
G8AXA,G8AXA,True,False,wsprnet_only,wsjtx,JO01bi,6.0,51.3542,0.125,N,51.3542,46.99,46.99,B,74,44079.0,,
G8BGT,G8BGT,True,False,wsprnet_only,other,IO82xc,6.0,52.1042,-2.0417,N,52.1042,47.976,47.976,D,1,16.0,,
G8BIS-QTH,G8BIS,True,False,wsprnet_only,other,JO00lx,6.0,50.9792,0.9583,N,50.9792,46.51,46.51,D,1,1.0,,
G8CHP,G8CHP,True,False,wsprnet_only,wsjtx,JO02pw,6.0,52.9375,1.2917,N,52.9375,48.91,48.91,C,19,518.0,,
G8CPZ,G8CPZ,True,False,wsprnet_only,wsjtx,IO84of,6.0,54.2292,-2.7917,N,54.2292,50.613,50.613,D,4,384.0,,
G8CQR,G8CQR,True,False,wsprnet_only,wsjtx,IO91ss,6.0,51.7708,-0.4583,N,51.7708,47.519,47.519,D,1,2.0,,
G8CQX,G8CQX,True,False,wsprnet_only,wsjtx,IO81xu,6.0,51.8542,-2.0417,N,51.8542,47.665,47.665,A,393,190416.0,,
G8DVR,G8DVR,True,False,wsprnet_only,wsjtx,IO83sk,6.0,53.4375,-2.4583,N,53.4375,49.633,49.633,D,2,27.0,,
G8DXZ,G8DXZ,True,False,wsprnet_only,other,IO80jx,6.0,50.9792,-3.2083,N,50.9792,46.607,46.607,D,4,7002.0,,
G8DYK,G8DYK,True,False,wsprnet_only,wsjtx,IO85te,6.0,55.1875,-2.375,N,55.1875,51.754,51.754,C,22,8406.0,,
G8ECI,G8ECI,True,False,wsprnet_only,wsjtx,IO93xm,6.0,53.5208,-0.0417,N,53.5208,49.653,49.653,C,7,26383.0,,
G8EPA,G8EPA,True,False,wsprnet_only,wsjtx,IO91vt,6.0,51.8125,-0.2083,N,51.8125,47.564,47.564,D,2,233.0,,
G8FAT,G8FAT,True,False,wsprnet_only,other,IO91uo,6.0,51.6042,-0.2917,N,51.6042,47.309,47.309,C,10,2617.0,,
G8FCQ,G8FCQ,True,False,wsprnet_only,wsjtx,IO92ko,6.0,52.6042,-1.125,N,52.6042,48.565,48.565,D,4,1203.0,,
G8FGK,G8FGK,True,False,wsprnet_only,wsjtx,IO94gw,6.0,54.9375,-1.4583,N,54.9375,51.415,51.415,C,14,2800.0,,
G8FHM,G8FHM,True,False,wsprnet_only,wsjtx,IO91ar,6.0,51.7292,-1.9583,N,51.7292,47.507,47.507,D,1,41.0,,
G8FJG,G8FJG,True,False,wsprnet_only,wsjtx,JO01cm,6.0,51.5208,0.2083,N,51.5208,47.195,47.195,C,9,3061.0,,
G8FPN,G8FPN,True,False,wsprnet_only,wsjtx,IO82wk,6.0,52.4375,-2.125,N,52.4375,48.391,48.391,B,39,2565.0,,
G8FXC,G8FXC,True,False,wsprnet_only,wsjtx,IO90rv,6.0,50.8958,-0.5417,N,50.8958,46.433,46.433,D,1,41.0,,
G8FZV,G8FZV,True,False,wsprnet_only,wsjtx,IO91qh,6.0,51.3125,-0.625,N,51.3125,46.954,46.954,D,1,2.0,,
G8GDS,G8GDS,True,False,wsprnet_only,wsjtx,IO70ed,6.0,50.1458,-5.625,N,50.1458,45.637,45.637,D,5,1035.0,,
G8GPO,G8GPO,True,False,wsprnet_only,kiwisdr,IO92sa,6.0,52.0208,-0.4583,N,52.0208,47.828,47.828,C,16,583.0,,
G8GUV,G8GUV,True,False,wsprnet_only,wsjtx,JO01bs,6.0,51.7708,0.125,N,51.7708,47.505,47.505,B,75,25886.0,,
G8GZN,G8GZN,True,False,wsprnet_only,wsjtx,IO90dr,6.0,50.7292,-1.7083,N,50.7292,46.25,46.25,D,6,1975.0,,
G8HIK,G8HIK,True,False,wsprnet_only,wsjtx,IO83tn,6.0,53.5625,-2.375,N,53.5625,49.783,49.783,C,15,2787.0,,
G8HUH,G8HUH,True,False,wsprnet_only,wsjtx,IO81mg,6.0,51.2708,-2.9583,N,51.2708,46.966,46.966,A,306,12175.0,,
G8HWI,G8HWI,True,False,wsprnet_only,other,IO82wv,6.0,52.8958,-2.125,N,52.8958,48.956,48.956,D,1,4.0,,
G8IAK,G8IAK,True,False,wsprnet_only,wsjtx,IO91vj,6.0,51.3958,-0.2083,N,51.3958,47.048,47.048,C,14,18175.0,,
G8IHT,G8IHT,True,False,wsprnet_only,wsjtx,IO94,4.0,54.5,-1.0,N,54.5,50.87,50.87,C,25,10172.0,,
G8IJZ,G8IJZ,True,False,wsprnet_only,other,JO02bn,6.0,52.5625,0.125,N,52.5625,48.479,48.479,D,4,201.0,,
G8INV,G8INV,True,False,wsprnet_only,wsjtx,IO93ux,6.0,53.9792,-0.2917,N,53.9792,50.217,50.217,C,8,254.0,,
G8JDN,G8JDN,True,False,wsprnet_only,other,IO91xo,6.0,51.6042,-0.0417,N,51.6042,47.303,47.303,D,6,205.0,,
G8JXA,G8JXA,True,False,wsprnet_only,kiwisdr,IO91rk,6.0,51.4375,-0.5417,N,51.4375,47.107,47.107,C,18,2776.0,,
G8KBH,G8KBH,True,False,wsprnet_only,wsjtx,IO83lu,6.0,53.8542,-3.0417,N,53.8542,50.166,50.166,D,1,25.0,,
G8KBV,G8KBV,True,False,wsprnet_only,wsjtx,IO92ma,6.0,52.0208,-0.9583,N,52.0208,47.841,47.841,D,3,113.0,,
G8KNN,G8KNN,True,False,wsprnet_only,wsjtx,JO02bf,6.0,52.2292,0.125,N,52.2292,48.07,48.07,D,1,545.0,,
G8KOE,G8KOE,True,False,wsprnet_only,wsjtx,IO81le,6.0,51.1875,-3.0417,N,51.1875,46.864,46.864,D,5,1439.0,,
G8KVM,G8KVM,True,False,wsprnet_only,wsjtx,IO83wb,6.0,53.0625,-2.125,N,53.0625,49.161,49.161,B,36,16376.0,,
G8KVP,G8KVP,True,False,wsprnet_only,wsjtx,IO81la,6.0,51.0208,-3.0417,N,51.0208,46.654,46.654,D,1,136.0,,
G8KYT,G8KYT,True,False,wsprnet_only,wsjtx,IO90jv,6.0,50.8958,-1.2083,N,50.8958,46.447,46.447,C,14,2341.0,,
G8LCO,G8LCO,True,False,wsprnet_only,unknown,IO91vu,6.0,51.8542,-0.2083,N,51.8542,47.616,47.616,B,180,2760626.0,,
G8LDJ,G8LDJ,True,False,wsprnet_only,other,JO01ii,6.0,51.3542,0.7083,N,51.3542,46.979,46.979,D,5,906.0,,
G8LIE,G8LIE,True,False,wsprnet_only,web888,IO94an,6.0,54.5625,-1.9583,N,54.5625,50.983,50.983,B,59,140350.0,,
G8LMY,G8LMY,True,False,wsprnet_only,other,IO91oi,6.0,51.3542,-0.7917,N,51.3542,47.01,47.01,D,2,1856.0,,
G8LZI,G8LZI,True,False,wsprnet_only,wsjtx,JO02gl,6.0,52.4792,0.5417,N,52.4792,48.367,48.367,B,36,112722.0,,
G8LZI/1,G8LZI,True,False,wsprnet_only,wsjtx,JO02gl,6.0,52.4792,0.5417,N,52.4792,48.367,48.367,C,26,56594.0,,
G8LZI/2,G8LZI,True,False,wsprnet_only,wsjtx,JO02gl,6.0,52.4792,0.5417,N,52.4792,48.367,48.367,B,82,236392.0,,
G8LZI/3,G8LZI,True,False,wsprnet_only,wsjtx,JO02gl,6.0,52.4792,0.5417,N,52.4792,48.367,48.367,B,111,357120.0,,
G8MAB,G8MAB,True,False,wsprnet_only,wsjtx,IO90rv,6.0,50.8958,-0.5417,N,50.8958,46.433,46.433,D,2,70.0,,
G8MAB/MM,G8MAB,True,False,wsprnet_only,wsjtx,IO90rv,6.0,50.8958,-0.5417,N,50.8958,46.433,46.433,D,1,7.0,,
G8MXV,G8MXV,True,False,wsprnet_only,wsjtx,JO01px,6.0,51.9792,1.2917,N,51.9792,47.739,47.739,C,8,1334.0,,
G8NDL,G8NDL,True,False,wsprnet_only,wsjtx,JO01,4.0,51.5,1.0,N,51.5,47.154,47.154,D,3,156.0,,
G8NFZ,G8NFZ,True,False,wsprnet_only,wsjtx,JO00du,6.0,50.8542,0.2917,N,50.8542,46.365,46.365,C,9,1938.0,,
G8NGR,G8NGR,True,False,wsprnet_only,wsjtx,IO91,4.0,51.5,-1.0,N,51.5,47.196,47.196,C,13,3112.0,,
G8NJJ,G8NJJ,True,False,wsprnet_only,wsjtx,IO90,4.0,50.5,-1.0,N,50.5,45.946,45.946,D,2,5505.0,,
G8NSV,G8NSV,True,False,wsprnet_only,wsjtx,IO95fc,6.0,55.1042,-1.5417,N,55.1042,51.619,51.619,C,11,13937.0,,
G8NSV/P,G8NSV,True,False,wsprnet_only,wsjtx,IO95as,6.0,55.7708,-1.9583,N,55.7708,52.436,52.436,D,1,69.0,,
G8NSZ,G8NSZ,True,False,wsprnet_only,wsjtx,IO81,4.0,51.5,-3.0,N,51.5,47.254,47.254,D,1,272.0,,
G8NWC,G8NWC,True,False,wsprnet_only,wsjtx,IO92ws,6.0,52.7708,-0.125,N,52.7708,48.741,48.741,D,1,178.0,,
G8NXD,G8NXD,True,False,wsprnet_only,other,IO70je,6.0,50.1875,-5.2083,N,50.1875,45.674,45.674,C,23,4430.0,,
G8OCV/SDR,G8OCV,True,False,wsprnet_only,kiwisdr,JO02ok,6.0,52.4375,1.2083,N,52.4375,48.302,48.302,A,388,512979.0,,
G8OLA,G8OLA,True,False,wsprnet_only,wsjtx,IO90,4.0,50.5,-1.0,N,50.5,45.946,45.946,D,2,119.0,,
G8OLA/D,G8OLA,True,False,wsprnet_only,wsjtx,IO90,4.0,50.5,-1.0,N,50.5,45.946,45.946,D,1,6.0,,
G8ORM,G8ORM,True,False,wsprnet_only,wsjtx,IO93cu,6.0,53.8542,-1.7917,N,53.8542,50.117,50.117,A,316,525302.0,,
G8OVZ,G8OVZ,True,False,wsprnet_only,wsjtx,IO91xt,6.0,51.8125,-0.0417,N,51.8125,47.561,47.561,D,2,251.0,,
G8PBJ,G8PBJ,True,False,wsprnet_only,wsjtx,JO01hb,6.0,51.0625,0.625,N,51.0625,46.619,46.619,D,2,954.0,,
G8PFR,G8PFR,True,False,wsprnet_only,kiwisdr,IO81rv,6.0,51.8958,-2.5417,N,51.8958,47.733,47.733,A,325,1679535.0,,
G8PPQ,G8PPQ,True,False,wsprnet_only,wsjtx,JO01ni,6.0,51.3542,1.125,N,51.3542,46.972,46.972,D,1,2.0,,
G8RIV,G8RIV,True,False,wsprnet_only,wsjtx,IO64vw,6.0,54.9375,-6.2083,N,54.9375,51.646,51.646,D,1,8.0,,
G8RKE,G8RKE,True,False,wsprnet_only,wsjtx,IO90hx,6.0,50.9792,-1.375,N,50.9792,46.556,46.556,D,6,419.0,,
G8RLJ,G8RLJ,True,False,wsprnet_only,wsjtx,IO91oo,6.0,51.6042,-0.7917,N,51.6042,47.32,47.32,C,8,3807.0,,
G8ROB,G8ROB,True,False,wsprnet_only,wsjtx,IO92gq,6.0,52.6875,-1.4583,N,52.6875,48.678,48.678,B,66,29436.0,,
G8SEZ,G8SEZ,True,False,wsprnet_only,wsjtx,IO92tc,6.0,52.1042,-0.375,N,52.1042,47.929,47.929,A,382,420195.0,,
G8SRV,G8SRV,True,False,wsprnet_only,wsjtx,IO91pm,6.0,51.5208,-0.7083,N,51.5208,47.215,47.215,B,39,45349.0,,
G8TQK,G8TQK,True,False,wsprnet_only,wsjtx,IO91vi,6.0,51.3542,-0.2083,N,51.3542,46.997,46.997,C,7,706.0,,
G8TTI,G8TTI,True,False,wsprnet_only,wsjtx,IO81wm,6.0,51.5208,-2.125,N,51.5208,47.253,47.253,A,223,98215.0,,
G8TTI/P,G8TTI,True,False,wsprnet_only,wsjtx,IO80xo,6.0,50.6042,-2.0417,N,50.6042,46.101,46.101,D,1,187.0,,
G8UEK,G8UEK,True,False,wsprnet_only,kiwisdr,IO83of,6.0,53.2292,-2.7917,N,53.2292,49.39,49.39,D,5,52.0,,
G8URE,G8URE,True,False,wsprnet_only,kiwisdr,IO90qu,6.0,50.8542,-0.625,N,50.8542,46.382,46.382,A,395,2847863.0,,
G8VDQ,G8VDQ,True,False,wsprnet_only,wsjtx,IO91um,6.0,51.5208,-0.2917,N,51.5208,47.205,47.205,D,4,981.0,,
G8VJU,G8VJU,True,False,wsprnet_only,other,JO01gi,6.0,51.3542,0.5417,N,51.3542,46.982,46.982,D,1,49.0,,
G8VPG,G8VPG,True,False,wsprnet_only,wsjtx,IO81sj,6.0,51.3958,-2.4583,N,51.3958,47.107,47.107,D,1,612.0,,
G8VYO,G8VYO,True,False,wsprnet_only,wsjtx,IO93,4.0,53.5,-1.0,N,53.5,49.658,49.658,D,5,559.0,,
G8XIR,G8XIR,True,False,wsprnet_only,wsjtx,JO01ek,6.0,51.4375,0.375,N,51.4375,47.088,47.088,D,1,4.0,,
G8XWR,G8XWR,True,False,wsprnet_only,wsjtx,IO91md,6.0,51.1458,-0.9583,N,51.1458,46.754,46.754,C,21,11142.0,,
G8YMM,G8YMM,True,False,wsprnet_only,wsjtx,IO81rm,6.0,51.5208,-2.5417,N,51.5208,47.265,47.265,B,171,316873.0,,
G8YMM/A,G8YMM,True,False,wsprnet_only,wsjtx,IO70vi,6.0,50.3542,-4.2083,N,50.3542,45.85,45.85,D,2,1195.0,,
G8YPE,G8YPE,True,False,wsprnet_only,wsjtx,IO92aj,6.0,52.3958,-1.9583,N,52.3958,48.334,48.334,C,8,838.0,,
G8ZBJ,G8ZBJ,True,False,wsprnet_only,wsjtx,IO82xo,6.0,52.6042,-2.0417,N,52.6042,48.594,48.594,D,2,11.0,,
G8ZLU,G8ZLU,True,False,wsprnet_only,wsjtx,IO83wk,6.0,53.4375,-2.125,N,53.4375,49.621,49.621,D,5,104.0,,
G8ZVT,G8ZVT,True,False,wsprnet_only,other,IO92vd,6.0,52.1458,-0.2083,N,52.1458,47.976,47.976,D,3,72.0,,
G8ZXW,G8ZXW,True,False,wsprnet_only,wsjtx,IO91vv,6.0,51.8958,-0.2083,N,51.8958,47.667,47.667,D,2,457.0,,
G9PUV,G9PUV,True,False,wsprnet_only,wsjtx,JO00au,6.0,50.8542,0.0417,N,50.8542,46.369,46.369,D,3,6.0,,
GB0PSC,GB0PSC,True,True,both,wsprdaemon,IO92WA,6.0,52.0208,-0.125,N,52.0208,47.82,47.82,B,127,3948004.0,4208632.0,0.9995
GB0SNB/SDR,GB0SNB,True,False,wsprnet_only,other,JO01dq,6.0,51.6875,0.2917,N,51.6875,47.399,47.399,A,353,135652.0,,
GB100GBR,GB100GBR,True,False,wsprnet_only,wsjtx,IO92jj,6.0,52.3958,-1.2083,N,52.3958,48.311,48.311,D,1,146.0,,
GB1GLJ,GB1GLJ,True,False,wsprnet_only,wsjtx,IO73vc,6.0,53.1042,-4.2083,N,53.1042,49.295,49.295,D,2,54.0,,
GB1QTM,GB1QTM,True,False,wsprnet_only,wsjtx,IO73th,6.0,53.3125,-4.375,N,53.3125,49.56,49.56,D,6,226.0,,
GB2WWA,GB2WWA,True,False,wsprnet_only,wsjtx,IO94,4.0,54.5,-1.0,N,54.5,50.87,50.87,D,5,419.0,,
GB3RS,GB3RS,True,False,wsprnet_only,wsjtx,IO91px,6.0,51.9792,-0.7083,N,51.9792,47.783,47.783,D,1,77.0,,
GB5AM,GB5AM,True,False,wsprnet_only,wsjtx,IO81,4.0,51.5,-3.0,N,51.5,47.254,47.254,D,1,54.0,,
GD4EIP,GD4EIP,True,False,wsprnet_only,wsjtx,IO74qe,6.0,54.1875,-4.625,N,54.1875,50.646,50.646,D,1,51.0,,
GD5MUP,GD5MUP,True,False,wsprnet_only,other,IO74sd,6.0,54.1458,-4.4583,N,54.1458,50.587,50.587,B,51,160167.0,,
GD7KAM,GD7KAM,True,False,wsprnet_only,wsjtx,IO74pc,6.0,54.1042,-4.7083,N,54.1042,50.548,50.548,D,3,309.0,,
GE0FRE,GE0FRE,True,False,wsprnet_only,wsjtx,IO82uc,6.0,52.1042,-2.2917,N,52.1042,47.984,47.984,D,5,2846.0,,
GE3TXA,GE3TXA,True,False,wsprnet_only,wsjtx,JO01ir,6.0,51.7292,0.7083,N,51.7292,47.442,47.442,D,1,4.0,,
GE5HOW,GE5HOW,True,False,wsprnet_only,other,IO92ms,6.0,52.7708,-0.9583,N,52.7708,48.765,48.765,C,25,18994.0,,
GE8OLA,GE8OLA,True,False,wsprnet_only,wsjtx,IO90,4.0,50.5,-1.0,N,50.5,45.946,45.946,D,1,3.0,,
GE8ROB/A,GE8ROB,True,False,wsprnet_only,wsjtx,IO92gq,6.0,52.6875,-1.4583,N,52.6875,48.678,48.678,B,158,92864.0,,
