rx_sign,site_call,in_wsprnet,in_wsprdaemon,source_class,sw_class,modal_grid,grid_precision,lat,lon,hemisphere,abs_lat,cgm_lat,abs_cgm_lat,quality_tier,n_days_active,n_spots_wsprnet,n_spots_wd,noise_valid_frac
2E0HXE,2E0HXE,True,False,wsprnet_only,wsjtx,JO01kd,6.0,51.1458,0.875,N,51.1458,46.718,46.718,C,7,7347.0,,
2E0HYX,2E0HYX,True,False,wsprnet_only,wsjtx,IO84wn,6.0,54.5625,-2.125,N,54.5625,50.989,50.989,D,6,913.0,,
2E0IEI,2E0IEI,True,False,wsprnet_only,wsjtx,IO81vu,6.0,51.8542,-2.2083,N,51.8542,47.67,47.67,D,1,6.0,,
2E0IFB,2E0IFB,True,False,wsprnet_only,wsjtx,IO91qv,6.0,51.8958,-0.625,N,51.8958,47.677,47.677,D,6,2226.0,,
2E0IHV,2E0IHV,True,False,wsprnet_only,wsjtx,IO91fm,6.0,51.5208,-1.5417,N,51.5208,47.236,47.236,C,12,18101.0,,
2E0IIO,2E0IIO,True,False,wsprnet_only,wsjtx,IO91,4.0,51.5,-1.0,N,51.5,47.196,47.196,D,3,2302.0,,
2E0IJC,2E0IJC,True,False,wsprnet_only,wsjtx,IO95fa,6.0,55.0208,-1.5417,N,55.0208,51.519,51.519,C,10,33878.0,,
2E0IJG,2E0IJG,True,False,wsprnet_only,other,IO91wk,6.0,51.4375,-0.125,N,51.4375,47.098,47.098,D,3,87.0,,
2E0ILJ,2E0ILJ,True,False,wsprnet_only,wsjtx,IO83tl,6.0,53.4792,-2.375,N,53.4792,49.681,49.681,D,2,3.0,,
2E0ILY,2E0ILY,True,False,wsprnet_only,wsjtx,IO82qv,6.0,52.8958,-2.625,N,52.8958,48.974,48.974,D,5,5202.0,,
2E0ILY/900,2E0ILY,True,False,wsprnet_only,wsjtx,IO82,4.0,52.5,-3.0,N,52.5,48.499,48.499,C,11,133.0,,
2E0ILY/AFED,2E0ILY,True,False,wsprnet_only,wsjtx,IO82qv,6.0,52.8958,-2.625,N,52.8958,48.974,48.974,C,13,465.0,,
2E0ILY/KIWI,2E0ILY,True,False,wsprnet_only,wsprdaemon,IO82qv,6.0,52.8958,-2.625,N,52.8958,48.974,48.974,A,228,5167883.0,,
2E0IOC,2E0IOC,True,False,wsprnet_only,wsjtx,IO81rl,6.0,51.4792,-2.5417,N,51.4792,47.213,47.213,D,1,1621.0,,
2E0IPK,2E0IPK,True,False,wsprnet_only,wsjtx,JO01bm,6.0,51.5208,0.125,N,51.5208,47.196,47.196,D,5,34.0,,
2E0ITG,2E0ITG,True,False,wsprnet_only,wsjtx,IO83sm,6.0,53.5208,-2.4583,N,53.5208,49.735,49.735,C,29,13436.0,,
2E0JBG,2E0JBG,True,False,wsprnet_only,wsjtx,IO90tt,6.0,50.8125,-0.375,N,50.8125,46.325,46.325,D,3,13.0,,
2E0JFH,2E0JFH,True,False,wsprnet_only,wsjtx,IO93bp,6.0,53.6458,-1.875,N,53.6458,49.866,49.866,D,1,43.0,,
2E0JHJ,2E0JHJ,True,False,wsprnet_only,other,IO91uj,6.0,51.3958,-0.2917,N,51.3958,47.05,47.05,C,28,1342.0,,
2E0JIU,2E0JIU,True,False,wsprnet_only,wsjtx,JO01,4.0,51.5,1.0,N,51.5,47.154,47.154,D,1,42.0,,
2E0JQL,2E0JQL,True,False,wsprnet_only,wsjtx,IO83wl,6.0,53.4792,-2.125,N,53.4792,49.672,49.672,D,1,27.0,,
2E0KCJ,2E0KCJ,True,False,wsprnet_only,wsjtx,JO01ap,6.0,51.6458,0.0417,N,51.6458,47.353,47.353,D,1,84.0,,
2E0KCU,2E0KCU,True,False,wsprnet_only,wsjtx,IO91,4.0,51.5,-1.0,N,51.5,47.196,47.196,D,3,577.0,,
2E0KCY,2E0KCY,True,False,wsprnet_only,wsjtx,IO90xu,6.0,50.8542,-0.0417,N,50.8542,46.371,46.371,C,13,10621.0,,
2E0KGZ,2E0KGZ,True,False,wsprnet_only,wsjtx,JO02ad,6.0,52.1458,0.0417,N,52.1458,47.97,47.97,D,1,32.0,,
2E0KHY,2E0KHY,True,False,wsprnet_only,wsjtx,JO02bf,6.0,52.2292,0.125,N,52.2292,48.07,48.07,D,2,14.0,,
2E0KJF,2E0KJF,True,False,wsprnet_only,wsjtx,IO81vh,6.0,51.3125,-2.2083,N,51.3125,46.995,46.995,D,1,406.0,,
2E0KJQ,2E0KJQ,True,False,wsprnet_only,wsjtx,IO81xj,6.0,51.3958,-2.0417,N,51.3958,47.094,47.094,C,10,223.0,,
2E0KKG,2E0KKG,True,False,wsprnet_only,wsjtx,IO81nk,6.0,51.4375,-2.875,N,51.4375,47.172,47.172,D,3,43.0,,
2E0KKT,2E0KKT,True,False,wsprnet_only,web888,IO84fp,6.0,54.6458,-3.5417,N,54.6458,51.152,51.152,C,19,29299.0,,
2E0KMD,2E0KMD,True,False,wsprnet_only,wsjtx,IO92ud,6.0,52.1458,-0.2917,N,52.1458,47.978,47.978,D,3,517.0,,
2E0KMY,2E0KMY,True,False,wsprnet_only,wsjtx,IO91kg,6.0,51.2708,-1.125,N,51.2708,46.914,46.914,D,1,143.0,,
2E0KOF,2E0KOF,True,False,wsprnet_only,wsjtx,IO92va,6.0,52.0208,-0.2083,N,52.0208,47.822,47.822,D,2,14.0,,
2E0LFG,2E0LFG,True,False,wsprnet_only,wsjtx,JO01al,6.0,51.4792,0.0417,N,51.4792,47.146,47.146,D,1,1.0,,
2E0LGL,2E0LGL,True,False,wsprnet_only,other,JO02an,6.0,52.5625,0.0417,N,52.5625,48.481,48.481,C,7,12187.0,,
2E0LHQ,2E0LHQ,True,False,wsprnet_only,wsjtx,JO01qg,6.0,51.2708,1.375,N,51.2708,46.865,46.865,D,4,107.0,,
2E0LHZ,2E0LHZ,True,False,wsprnet_only,wsjtx,IO82xo,6.0,52.6042,-2.0417,N,52.6042,48.594,48.594,D,5,105.0,,
2E0LPS,2E0LPS,True,False,wsprnet_only,wsjtx,IO81tm,6.0,51.5208,-2.375,N,51.5208,47.26,47.26,C,17,3263.0,,
2E0MIK,2E0MIK,True,False,wsprnet_only,other,JO01gj,6.0,51.3958,0.5417,N,51.3958,47.033,47.033,D,1,31.0,,
2E0MTU,2E0MTU,True,False,wsprnet_only,wsjtx,IO81vh,6.0,51.3125,-2.2083,N,51.3125,46.995,46.995,B,149,103892.0,,
2E0MUA,2E0MUA,True,False,wsprnet_only,wsjtx,IO83lt,6.0,53.8125,-3.0417,N,53.8125,50.115,50.115,D,5,178.0,,
2E0MZA,2E0MZA,True,False,wsprnet_only,other,IO90wt,6.0,50.8125,-0.125,N,50.8125,46.32,46.32,A,310,47685.0,,
2E0NEP,2E0NEP,True,False,wsprnet_only,wsjtx,IO90br,6.0,50.7292,-1.875,N,50.7292,46.254,46.254,D,1,2.0,,
2E0NFG,2E0NFG,True,False,wsprnet_only,wsjtx,IO91sm,6.0,51.5208,-0.4583,N,51.5208,47.209,47.209,D,1,73.0,,
2E0NMK,2E0NMK,True,False,wsprnet_only,wsjtx,IO94gr,6.0,54.7292,-1.4583,N,54.7292,51.164,51.164,D,1,30.0,,
2E0NVK,2E0NVK,True,False,wsprnet_only,wsjtx,IO93bo,6.0,53.6042,-1.875,N,53.6042,49.815,49.815,D,2,4082.0,,
2E0NWL,2E0NWL,True,False,wsprnet_only,wsjtx,IO92gs,6.0,52.7708,-1.4583,N,52.7708,48.78,48.78,D,3,662.0,,
2E0NWN,2E0NWN,True,False,wsprnet_only,wsjtx,IO93ft,6.0,53.8125,-1.5417,N,53.8125,50.057,50.057,D,3,308.0,,
2E0NYA,2E0NYA,True,False,wsprnet_only,wsjtx,IO91xj,6.0,51.3958,-0.0417,N,51.3958,47.045,47.045,D,1,15.0,,
2E0OTM,2E0OTM,True,False,wsprnet_only,other,IO94hs,6.0,54.7708,-1.375,N,54.7708,51.211,51.211,D,1,56.0,,
2E0OWI,2E0OWI,True,False,wsprnet_only,wsjtx,IO90iu,6.0,50.8542,-1.2917,N,50.8542,46.397,46.397,D,1,15.0,,
2E0PCI,2E0PCI,True,False,wsprnet_only,other,IO94vc,6.0,54.1042,-0.2083,N,54.1042,50.365,50.365,D,1,1.0,,
2E0PGS,2E0PGS,True,False,wsprnet_only,wsjtx,IO82ve,6.0,52.1875,-2.2083,N,52.1875,48.084,48.084,D,2,1709.0,,
2E0PLA,2E0PLA,True,False,wsprnet_only,wsjtx,IO83vq,6.0,53.6875,-2.2083,N,53.6875,49.929,49.929,D,1,44.0,,
2E0PMJ,2E0PMJ,True,False,wsprnet_only,wsjtx,JO01hs,6.0,51.7708,0.625,N,51.7708,47.495,47.495,D,4,217.0,,
2E0PNS,2E0PNS,True,False,wsprnet_only,wsjtx,IO83lj,6.0,53.3958,-3.0417,N,53.3958,49.605,49.605,D,1,13.0,,
2E0PSV,2E0PSV,True,False,wsprnet_only,wsjtx,IO70wj,6.0,50.3958,-4.125,N,50.3958,45.9,45.9,B,81,22797.0,,
2E0PYB,2E0PYB,True,False,wsprnet_only,wsjtx,IO91hg,6.0,51.2708,-1.375,N,51.2708,46.92,46.92,D,2,9.0,,
2E0PYG,2E0PYG,True,False,wsprnet_only,wsjtx,IO93,4.0,53.5,-1.0,N,53.5,49.658,49.658,D,1,1761.0,,
2E0REB,2E0REB,True,False,wsprnet_only,wsjtx,IO91ng,6.0,51.2708,-0.875,N,51.2708,46.908,46.908,D,5,2332.0,,
2E0RPS,2E0RPS,True,False,wsprnet_only,wsjtx,JO01bl,6.0,51.4792,0.125,N,51.4792,47.145,47.145,D,3,191.0,,
2E0RQO,2E0RQO,True,False,wsprnet_only,wsjtx,IO91,4.0,51.5,-1.0,N,51.5,47.196,47.196,D,4,82.0,,
2E0SFC,2E0SFC,True,False,wsprnet_only,other,IO91ko,6.0,51.6042,-1.125,N,51.6042,47.329,47.329,D,2,174.0,,
2E0SHD,2E0SHD,True,False,wsprnet_only,wsjtx,IO83ss,6.0,53.7708,-2.4583,N,53.7708,50.041,50.041,C,21,9284.0,,
2E0SNS,2E0SNS,True,False,wsprnet_only,wsjtx,IO93mh,6.0,53.3125,-0.9583,N,53.3125,49.428,49.428,D,3,2804.0,,
2E0SQA,2E0SQA,True,False,wsprnet_only,other,IO83pi,6.0,53.3542,-2.7083,N,53.3542,49.541,49.541,D,4,210.0,,
2E0SSI,2E0SSI,True,False,wsprnet_only,other,JO01cj,6.0,51.3958,0.2083,N,51.3958,47.04,47.04,C,9,1609.0,,
2E0SWI,2E0SWI,True,False,wsprnet_only,unknown,IO90kt,6.0,50.8125,-1.125,N,50.8125,46.341,46.341,B,122,281.0,,
2E0THM,2E0THM,True,False,wsprnet_only,other,IO82nt,6.0,52.8125,-2.875,N,52.8125,48.881,48.881,D,4,7768.0,,
2E0TPT,2E0TPT,True,False,wsprnet_only,wsjtx,IO81wa,6.0,51.0208,-2.125,N,51.0208,46.627,46.627,D,2,103.0,,
2E0UCD,2E0UCD,True,False,wsprnet_only,wsjtx,IO70vx,6.0,50.9792,-4.2083,N,50.9792,46.642,46.642,C,9,2510.0,,
2E0ULY,2E0ULY,True,False,wsprnet_only,wsjtx,IO80ou,6.0,50.8542,-2.7917,N,50.8542,46.437,46.437,D,1,42.0,,
2E0UMK,2E0UMK,True,False,wsprnet_only,wsjtx,IO92ah,6.0,52.3125,-1.9583,N,52.3125,48.231,48.231,D,6,382.0,,
2E0USH,2E0USH,True,False,wsprnet_only,wsjtx,IO93xq,6.0,53.6875,-0.0417,N,53.6875,49.855,49.855,D,1,24.0,,
2E0UUU,2E0UUU,True,False,wsprnet_only,wsjtx,IO83kj,6.0,53.3958,-3.125,N,53.3958,49.608,49.608,D,1,894.0,,
2E0VAQ,2E0VAQ,True,False,wsprnet_only,wsjtx,JO02ul,6.0,52.4792,1.7083,N,52.4792,48.343,48.343,C,12,5039.0,,
2E0VDS,2E0VDS,True,False,wsprnet_only,other,JO02al,6.0,52.4792,0.0417,N,52.4792,48.379,48.379,D,5,641.0,,
2E0VOY,2E0VOY,True,False,wsprnet_only,wsjtx,JO01lu,6.0,51.8542,0.9583,N,51.8542,47.591,47.591,D,1,1.0,,
2E0VPX,2E0VPX,True,False,wsprnet_only,wsjtx,IO92ux,6.0,52.9792,-0.2917,N,52.9792,49.0,49.0,D,1,6.0,,
2E0VWW,2E0VWW,True,False,wsprnet_only,wsjtx,JO01,4.0,51.5,1.0,N,51.5,47.154,47.154,D,1,111.0,,
2E0WEK,2E0WEK,True,False,wsprnet_only,wsjtx,IO91ub,6.0,51.0625,-0.2917,N,51.0625,46.635,46.635,D,1,118.0,,
2E0WHQ,2E0WHQ,True,False,wsprnet_only,wsjtx,IO91dn,6.0,51.5625,-1.7083,N,51.5625,47.293,47.293,D,4,188.0,,
2E0WSF,2E0WSF,True,False,wsprnet_only,wsjtx,IO91ps,6.0,51.7708,-0.7083,N,51.7708,47.525,47.525,D,3,447.0,,
2E0WVE,2E0WVE,True,False,wsprnet_only,wsjtx,IO91xa,6.0,51.0208,-0.0417,N,51.0208,46.579,46.579,D,5,2400.0,,
2E0XDZ,2E0XDZ,True,False,wsprnet_only,other,IO91xc,6.0,51.1042,-0.0417,N,51.1042,46.682,46.682,D,1,25.0,,
2E0XFD,2E0XFD,True,False,wsprnet_only,other,JO01ng,6.0,51.2708,1.125,N,51.2708,46.869,46.869,B,173,130287.0,,
2E0XJI,2E0XJI,True,False,wsprnet_only,wsjtx,IO92hq,6.0,52.6875,-1.375,N,52.6875,48.675,48.675,D,2,1126.0,,
2E0XKY,2E0XKY,True,False,wsprnet_only,wsjtx,IO92kv,6.0,52.8958,-1.125,N,52.8958,48.923,48.923,D,2,546.0,,
2E0XLZ,2E0XLZ,True,False,wsprnet_only,wsjtx,IO82xo,6.0,52.6042,-2.0417,N,52.6042,48.594,48.594,D,2,50.0,,
2E0XPQ,2E0XPQ,True,False,wsprnet_only,wsjtx,IO83ri,6.0,53.3542,-2.5417,N,53.3542,49.534,49.534,B,56,126943.0,,
2E0XRQ,2E0XRQ,True,False,wsprnet_only,wsjtx,IO83mi,6.0,53.3542,-2.9583,N,53.3542,49.551,49.551,C,27,56775.0,,
2E0XXY,2E0XXY,True,False,wsprnet_only,wsjtx,IO83,4.0,53.5,-3.0,N,53.5,49.731,49.731,D,2,24.0,,
2E0YEM,2E0YEM,True,False,wsprnet_only,wsjtx,IO81oj,6.0,51.3958,-2.7917,N,51.3958,47.117,47.117,D,4,152.0,,
2E0YJS,2E0YJS,True,False,wsprnet_only,wsjtx,IO81rk,6.0,51.4375,-2.5417,N,51.4375,47.161,47.161,D,1,114.0,,
2E0YRT,2E0YRT,True,False,wsprnet_only,other,IO82qh,6.0,52.3125,-2.625,N,52.3125,48.253,48.253,C,10,22302.0,,
2E1CXF,2E1CXF,True,False,wsprnet_only,wsjtx,IO83ut,6.0,53.8125,-2.2917,N,53.8125,50.085,50.085,D,4,707.0,,
2E1EFG,2E1EFG,True,False,wsprnet_only,wsjtx,IO92qw,6.0,52.9375,-0.625,N,52.9375,48.959,48.959,D,3,51.0,,
2E1GYP11,2E1GYP11,True,False,wsprnet_only,wsjtx,JO01,4.0,51.5,1.0,N,51.5,47.154,47.154,D,4,303.0,,
2E1IAN,2E1IAN,True,False,wsprnet_only,other,IO83rk,6.0,53.4375,-2.5417,N,53.4375,49.636,49.636,C,12,5596.0,,
2E1IJU,2E1IJU,True,False,wsprnet_only,wsjtx,JO01,4.0,51.5,1.0,N,51.5,47.154,47.154,D,3,39.0,,
2E1IU,2E1IU,True,False,wsprnet_only,wsjtx,JO01,4.0,51.5,1.0,N,51.5,47.154,47.154,D,4,75.0,,
2I0BEZ,2I0BEZ,True,False,wsprnet_only,wsjtx,IO74dl,6.0,54.4792,-5.7083,N,54.4792,51.059,51.059,D,1,2344.0,,
2I0YUM,2I0YUM,True,False,wsprnet_only,wsjtx,IO64,4.0,54.5,-7.0,N,54.5,51.158,51.158,D,1,43.0,,
2M0AKI,2M0AKI,True,False,wsprnet_only,wsjtx,IO68ve,6.0,58.1875,-6.2083,N,58.1875,55.541,55.541,D,4,1574.0,,
2M0ETJ,2M0ETJ,True,False,wsprnet_only,wsjtx,IO85ja,6.0,55.0208,-3.2083,N,55.0208,51.591,51.591,D,3,1756.0,,
2M0EWY,2M0EWY,True,False,wsprnet_only,wsjtx,IO86,4.0,56.5,-3.0,N,56.5,53.355,53.355,B,72,99423.0,,
2M0FWQ,2M0FWQ,True,False,wsprnet_only,wsjtx,IO76jq,6.0,56.6875,-5.2083,N,56.6875,53.698,53.698,B,93,16895.0,,
2M0HZO,2M0HZO,True,False,wsprnet_only,wsjtx,IO75uu,6.0,55.8542,-4.2917,N,55.8542,52.649,52.649,B,41,2732.0,,
2M0IIG,2M0IIG,True,False,wsprnet_only,wsjtx,IO85gw,6.0,55.9375,-3.4583,N,55.9375,52.706,52.706,D,1,20.0,,
2M0IPQ,2M0IPQ,True,False,wsprnet_only,wsjtx,IO85dt,6.0,55.8125,-3.7083,N,55.8125,52.569,52.569,D,4,1140.0,,
2M0ITZ,2M0ITZ,True,False,wsprnet_only,wsjtx,IO86ca,6.0,56.0208,-3.7917,N,56.0208,52.823,52.823,C,10,3481.0,,
2M0JAT,2M0JAT,True,False,wsprnet_only,wsjtx,IO77vl,6.0,57.4792,-4.2083,N,57.4792,54.582,54.582,B,101,25584.0,,
2M0JFU,2M0JFU,True,False,wsprnet_only,wsjtx,IO75,4.0,55.5,-5.0,N,55.5,52.26,52.26,D,1,2.0,,
2M0JXK,2M0JXK,True,False,wsprnet_only,wsjtx,IO85gx,6.0,55.9792,-3.4583,N,55.9792,52.756,52.756,D,4,9792.0,,
2M0JXK/A,2M0JXK,True,False,wsprnet_only,wsjtx,IO77wl,6.0,57.4792,-4.125,N,57.4792,54.577,54.577,D,1,547.0,,
2M0NEG,2M0NEG,True,False,wsprnet_only,wsjtx,IO86,4.0,56.5,-3.0,N,56.5,53.355,53.355,D,1,5.0,,
2M0NZB,2M0NZB,True,False,wsprnet_only,other,IO75tu,6.0,55.8542,-4.375,N,55.8542,52.653,52.653,B,33,122509.0,,
2M0PQX,2M0PQX,True,False,wsprnet_only,wsjtx,IO76hl,6.0,56.4792,-5.375,N,56.4792,53.459,53.459,B,30,32067.0,,
2M0SZA,2M0SZA,True,False,wsprnet_only,wsjtx,IO75xs,6.0,55.7708,-4.0417,N,55.7708,52.535,52.535,D,1,7.0,,
2M0TST,2M0TST,True,False,wsprnet_only,wsjtx,IO75xt,6.0,55.8125,-4.0417,N,55.8125,52.586,52.586,D,1,78.0,,
2M0WHN,2M0WHN,True,False,wsprnet_only,wsjtx,IO85ai,6.0,55.3542,-3.9583,N,55.3542,52.03,52.03,D,3,590.0,,
2M0YIO,2M0YIO,True,False,wsprnet_only,wsjtx,IO75pp,6.0,55.6458,-4.7083,N,55.6458,52.42,52.42,D,5,312.0,,
2M0YZT,2M0YZT,True,False,wsprnet_only,wsjtx,IO86vx,6.0,56.9792,-2.2083,N,56.9792,53.885,53.885,D,4,168.0,,
2U0HZY,2U0HZY,True,False,wsprnet_only,wsjtx,IN89rl,6.0,49.4792,-2.5417,N,49.4792,44.686,44.686,C,11,5111.0,,
2W0DTR,2W0DTR,True,False,wsprnet_only,wsjtx,IO81gq,6.0,51.6875,-3.4583,N,51.6875,47.505,47.505,D,2,30.0,,
2W0IIU,2W0IIU,True,False,wsprnet_only,other,IO81lo,6.0,51.6042,-3.0417,N,51.6042,47.386,47.386,D,1,1.0,,
2W0JJV,2W0JJV,True,False,wsprnet_only,wsjtx,IO81is,6.0,51.7708,-3.2917,N,51.7708,47.603,47.603,D,1,81.0,,
2W0KGH,2W0KGH,True,False,wsprnet_only,wsjtx,IO81ip,6.0,51.6458,-3.2917,N,51.6458,47.447,47.447,D,2,101.0,,
2W0KNX,2W0KNX,True,False,wsprnet_only,wsjtx,IO73vh,6.0,53.3125,-4.2083,N,53.3125,49.552,49.552,D,1,57.0,,
2W0LJX,2W0LJX,True,False,wsprnet_only,wsjtx,IO81,4.0,51.5,-3.0,N,51.5,47.254,47.254,D,1,9.0,,
2W0RRP,2W0RRP,True,False,wsprnet_only,other,IO72xj,6.0,52.3958,-4.0417,N,52.3958,48.411,48.411,B,33,30407.0,,
2W0WME,2W0WME,True,False,wsprnet_only,wsjtx,IO83lf,6.0,53.2292,-3.0417,N,53.2292,49.4,49.4,D,1,25.0,,
2W0XBC,2W0XBC,True,False,wsprnet_only,wsjtx,IO81fs,6.0,51.7708,-3.5417,N,51.7708,47.612,47.612,C,17,3265.0,,
2W0XGN-1,2W0XGN,True,False,wsprnet_only,other,IO82nw,6.0,52.9375,-2.875,N,52.9375,49.035,49.035,D,1,2.0,,
2W0YLE,2W0YLE,True,False,wsprnet_only,wsjtx,IO73we,6.0,53.1875,-4.125,N,53.1875,49.394,49.394,D,1,88.0,,
2W0YVY,2W0YVY,True,False,wsprnet_only,wsjtx,IO81ap,6.0,51.6458,-3.9583,N,51.6458,47.471,47.471,D,1,2482.0,,
2W1FUD,2W1FUD,True,False,wsprnet_only,wsjtx,IO81fm,6.0,51.5208,-3.5417,N,51.5208,47.299,47.299,C,18,16213.0,,
3,3,False,True,wsprdaemon_only,unknown,W1CK-1,,,,,,,,D,3,,4.0,1.0
3000,3000,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
3042,3042,False,True,wsprdaemon_only,unknown,N8GA,,,,,,,,D,1,,1.0,1.0
3057,3057,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,2.0,1.0
30DIG000,30DIG000,True,False,wsprnet_only,other,IN91np,6.0,41.6458,-0.875,N,41.6458,34.221,34.221,B,37,14805.0,,
30HS200,30HS200,True,False,wsprnet_only,wsjtx,JN01sh,6.0,41.3125,1.5417,N,41.3125,33.856,33.856,B,59,51136.0,,
3110,3110,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
3122,3122,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
3160,3160,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
3162,3162,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
3170,3170,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
31PAT1981,31PAT1981,True,False,wsprnet_only,other,IM58kr,6.0,38.7292,-9.125,N,38.7292,29.776,29.776,B,35,4291.0,,
3214,3214,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
3216,3216,False,True,wsprdaemon_only,unknown,KD7EFG,,,,,,,,D,1,,1.0,1.0
329CZ078,329CZ078,True,False,wsprnet_only,wsjtx,JO70fa,6.0,50.0208,14.4583,N,50.0208,45.469,45.469,D,1,4.0,,
336,336,False,True,wsprdaemon_only,unknown,KFS/OMNI,,,,,,,,D,1,,1.0,1.0
3395,3395,False,True,wsprdaemon_only,unknown,N8GA,,,,,,,,D,1,,1.0,1.0
3503,3503,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
3518,3518,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
353,353,False,True,wsprdaemon_only,unknown,GM0UDL,,,,,,,,D,1,,1.0,1.0
3574,3574,False,True,wsprdaemon_only,unknown,KD2OM,,,,,,,,D,1,,1.0,1.0
3582,3582,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
359A,359A,True,False,wsprnet_only,wsjtx,QF22,4.0,-37.5,145.0,S,37.5,-47.813,47.813,D,1,1.0,,
3629,3629,False,True,wsprdaemon_only,unknown,KD2OM,,,,,,,,D,1,,1.0,1.0
3672,3672,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
369,369,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,1,,1.0,1.0
3839,3839,False,True,wsprdaemon_only,unknown,EA8/DF4UE,,,,,,,,D,1,,1.0,1.0
3898,3898,False,True,wsprdaemon_only,unknown,KX4AZ/T,,,,,,,,D,1,,1.0,1.0
398,398,False,True,wsprdaemon_only,unknown,GM0UDL,,,,,,,,D,1,,1.0,1.0
3A2OD,3A2OD,True,False,wsprnet_only,wsjtx,JN33,4.0,43.5,7.0,N,43.5,37.087,37.087,D,1,181.0,,
3B8/OE6MBG,OE6MBG,True,False,wsprnet_only,wsjtx,LG89qn,6.0,-20.4375,57.375,S,20.4375,-29.692,29.692,D,1,11.0,,
3B8BAU,3B8BAU,True,False,wsprnet_only,wsjtx,LG89ux,6.0,-20.0208,57.7083,S,20.0208,-29.264,29.264,C,14,1525.0,,
3B8DU,3B8DU,True,False,wsprnet_only,wsjtx,LG89ux,6.0,-20.0208,57.7083,S,20.0208,-29.264,29.264,B,61,4069.0,,
3B8DU/2,3B8DU,True,False,wsprnet_only,wsjtx,LG89ux,6.0,-20.0208,57.7083,S,20.0208,-29.264,29.264,B,106,17339.0,,
3B8FA,3B8FA,True,False,wsprnet_only,wsjtx,LG89sw,6.0,-20.0625,57.5417,S,20.0625,-29.303,29.303,B,76,8177.0,,
3B8GL,3B8GL,True,False,wsprnet_only,wsjtx,LG89rr,6.0,-20.2708,57.4583,S,20.2708,-29.52,29.52,B,39,5781.0,,
3B8HI,3B8HI,True,False,wsprnet_only,wsjtx,LG89su,6.0,-20.1458,57.5417,S,20.1458,-29.391,29.391,C,15,928.0,,
3DA0PA,3DA0PA,True,False,wsprnet_only,wsjtx,KG53rm,6.0,-26.4792,31.4583,S,26.4792,-35.892,35.892,D,3,73.0,,
3G3G,3G3G,True,False,wsprnet_only,wsjtx,FF46ro,6.0,-33.3958,-70.5417,S,33.3958,-21.888,21.888,D,1,2.0,,
3V/KF5EYY,KF5EYY,True,False,wsprnet_only,other,JM54iq,6.0,34.6875,10.7083,N,34.6875,25.43,25.43,C,29,36621.0,,
3V9A,3V9A,True,False,wsprnet_only,wsjtx,JM54iq,6.0,34.6875,10.7083,N,34.6875,25.43,25.43,C,16,24842.0,,
3Z2T,3Z2T,True,False,wsprnet_only,other,JO93ad,6.0,53.1458,18.0417,N,53.1458,49.166,49.166,D,6,6.0,,
3Z2Z,3Z2Z,True,False,wsprnet_only,other,JO83sq,6.0,53.6875,17.5417,N,53.6875,49.773,49.773,C,16,7108.0,,
3Z9LNA,3Z9LNA,True,False,wsprnet_only,other,JO90se,6.0,50.1875,19.5417,N,50.1875,45.825,45.825,D,2,463.0,,
4,4,False,True,wsprdaemon_only,unknown,N6GN3,,,,,,,,D,3,,6.0,1.0
42DX,42DX,True,False,wsprnet_only,wsjtx,NO33qt,6.0,53.8125,87.375,N,53.8125,50.518,50.518,D,2,221.0,,
43HS710,43HS710,True,False,wsprnet_only,wsjtx,QG62ni,6.0,-27.6458,153.125,S,27.6458,-36.351,36.351,D,1,57.0,,
43QF55DI01,43QF55DI01,True,False,wsprnet_only,other,QF55,4.0,-34.5,151.0,S,34.5,-43.923,43.923,C,9,397.0,,
4400,4400,False,True,wsprdaemon_only,unknown,N8GA,,,,,,,,D,1,,1.0,1.0
4473,4473,False,True,wsprdaemon_only,unknown,KA7OEI-9,,,,,,,,D,1,,1.0,1.0
4E1MDO,4E1MDO,True,False,wsprnet_only,wsjtx,PK04,4.0,14.5,121.0,N,14.5,8.124,8.124,B,57,10507.0,,
4F1HMB,4F1HMB,True,False,wsprnet_only,wsjtx,PK04,4.0,14.5,121.0,N,14.5,8.124,8.124,C,8,1099.0,,
